# Creation date: Tue May 20 10:36:29 2025
####################################### 
# PHOTOMETRIC REDSHIFT with OPTIONS   # 
# Config file            : /home/hallouin/Documents/thall_2025/photoz/lephare/training_stats/output_data/config_file.para
# CAT_IN                 : /home/hallouin/Documents/thall_2025/photoz/lephare/training_stats/simulation_catalogs/DES/DES/DES_STARCAT/Y6A1_FGCM_V3_3_1_PSF_ALL_STARS.dat
# CAT_OUT                : /home/hallouin/Documents/thall_2025/photoz/lephare/training_stats/output_data/DES_100.out
# CAT_LINES              : 0 100
# PARA_OUT               : /home/hallouin/Documents/thall_2025/photoz/lephare/training_stats/output_data/output.para
# INP_TYPE               : M
# CAT_FMT[0:MEME 1:MMEE] : 1
# CAT_MAG                : AB
# ZPHOTLIB               : DES_mags 
# FIR_LIB                : 
# FIR_LMIN               : 7.000000
# FIR_CONT               : -1.000000
# FIR_SCALE              : -1.000000
# FIR_FREESCALE          : YES
# FIR_SUBSTELLAR         : NO
# ERR_SCALE              : 0.000000 
# ERR_FACTOR             : 1.000000 
# GLB_CONTEXT            : -1
# FORB_CONTEXT           : -1
# DZ_WIN                 : 1.000000
# MIN_THRES              : 0.020000
# MAG_ABS                : -24.000000 -5.000000
# MAG_ABS_AGN            : -30.000000 -10.000000
# MAG_REF                : 3
# NZ_PRIOR               : -1 -2
# Z_INTERP               : YES
# Z_METHOD               : BEST
# PROB_INTZ              : 0.000000 
# MABS_METHOD            : 1
# MABS_CONTEXT           : 33556478 
# MABS_REF               : 11 
# AUTO_ADAPT             : NO
# ADAPT_BAND             : 5
# ADAPT_LIM              : 1.500000 23.000000
# ADAPT_ZBIN             : 0.010000 6.000000
# ZFIX                   : NO
# SPEC_OUT               : /home/hallouin/Documents/thall_2025/photoz/lephare/training_stats/simulation_catalogs/DES/DES/DES_STARCAT/WORK_COMPLETE2/zphota/spec_out
# CHI_OUT                : NO
# PDZ_OUT                : NONE
####################################### 
# Format: 
# IDENT 1 Z_BEST 2 Z_BEST68_LOW 3 Z_BEST68_HIGH 4 Z_BEST99_LOW 5 Z_BEST99_HIGH 6 Z_MED 7 Z_MODE 8 CHI_BEST 9 MOD_BEST 10 EXTLAW_BEST 11 EBV_BEST 12 PDZ_BEST 13 SCALE_BEST 14 NBAND_USED 15 MAG_OBS()16-20 ERR_MAG_OBS()21-25 MAG_ABS()26-30 EMAG_ABS()31-35 ZSPEC 36
# Format topcat: 
# IDENT  Z_BEST  Z_BEST68_LOW  Z_BEST68_HIGH  Z_BEST99_LOW  Z_BEST99_HIGH  Z_MED  Z_MODE  CHI_BEST  MOD_BEST  EXTLAW_BEST  EBV_BEST  PDZ_BEST  SCALE_BEST  NBAND_USED  MAG_OBS0  MAG_OBS1  MAG_OBS2  MAG_OBS3  MAG_OBS4  ERR_MAG_OBS0  ERR_MAG_OBS1  ERR_MAG_OBS2  ERR_MAG_OBS3  ERR_MAG_OBS4  MAG_ABS0  MAG_ABS1  MAG_ABS2  MAG_ABS3  MAG_ABS4  EMAG_ABS0  EMAG_ABS1  EMAG_ABS2  EMAG_ABS3  EMAG_ABS4  ZSPEC 
           9594                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     4     15.453     14.660     14.362     14.168     14.119      0.007      0.002      0.002      0.002      0.001   1013.65961   1013.65961   1013.65961   1013.65961   1013.65961   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9596                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.013     17.359     17.123     16.965     16.958      0.073      0.020      0.020      0.015      0.008   1016.35860   1016.35860   1016.35860   1016.35860   1016.35860   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9598                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     15.431     14.587     14.266     14.069     14.018      0.007      0.003      0.003      0.002      0.001   1013.58670   1013.58670   1013.58670   1013.58670   1013.58670   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9599                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.754     17.953     17.647     17.485     17.437      0.284      0.035      0.035      0.025      0.012   1016.95297   1016.95297   1016.95297   1016.95297   1016.95297   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9605                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     4     13.451     13.324     13.341     13.341     13.368      0.002      0.001      0.001      0.001      0.001   1012.32425   1012.32425   1012.32425   1012.32425   1012.32425   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9606                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     16.478     15.937     15.746     15.634     15.627      0.016      0.006      0.006      0.005      0.003   1014.93727   1014.93727   1014.93727   1014.93727   1014.93727   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9611                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.752     18.028     17.784     17.653     17.638      0.283      0.038      0.038      0.030      0.015   1017.02844   1017.02844   1017.02844   1017.02844   1017.02844   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9613                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.299     17.888     17.725     17.640     17.669      0.097      0.033      0.033      0.033      0.015   1016.88763   1016.88763   1016.88763   1016.88763   1016.88763   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9616                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.138     17.645     17.444     17.366     17.335      0.076      0.026      0.026      0.025      0.011   1016.64478   1016.64478   1016.64478   1016.64478   1016.64478   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9617                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     16.875     16.276     16.040     15.915     15.878      0.023      0.008      0.008      0.006      0.004   1015.27628   1015.27628   1015.27628   1015.27628   1015.27628   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9619                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.665     17.301     17.168     17.086     17.081      0.048      0.021      0.021      0.017      0.009   1016.30128   1016.30128   1016.30128   1016.30128   1016.30128   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9621                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.223     17.529     17.275     17.134     17.112      0.116      0.024      0.024      0.018      0.009   1016.52907   1016.52907   1016.52907   1016.52907   1016.52907   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9622                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     14.927     14.212     13.988     13.874     13.850      0.006      0.002      0.002      0.002      0.001   1013.21241   1013.21241   1013.21241   1013.21241   1013.21241   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9624                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     15.897     15.539     15.453     15.382     15.378      0.010      0.004      0.004      0.004      0.003   1014.53916   1014.53916   1014.53916   1014.53916   1014.53916   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9626                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.099     16.664     16.527     16.405     16.390      0.028      0.011      0.011      0.009      0.005   1015.66415   1015.66415   1015.66415   1015.66415   1015.66415   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9628                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.553     16.964     16.764     16.648     16.639      0.043      0.014      0.014      0.011      0.006   1015.96430   1015.96430   1015.96430   1015.96430   1015.96430   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9629                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.660     17.130     16.915     16.795     16.776      0.056      0.017      0.017      0.013      0.007   1016.13020   1016.13020   1016.13020   1016.13020   1016.13020   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9630                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.662     17.090     16.870     16.751     16.721      0.048      0.018      0.018      0.014      0.008   1016.09024   1016.09024   1016.09024   1016.09024   1016.09024   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9631                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.675     17.749     17.394     17.207     17.119      0.263      0.034      0.034      0.022      0.011   1016.74864   1016.74864   1016.74864   1016.74864   1016.74864   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9635                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     15.479     14.898     14.723     14.627     14.621      0.007      0.003      0.003      0.002      0.002   1013.89829   1013.89829   1013.89829   1013.89829   1013.89829   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9636                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     16.075     15.459     15.244     15.119     15.099      0.011      0.004      0.004      0.003      0.002   1014.45870   1014.45870   1014.45870   1014.45870   1014.45870   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9638                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.373     16.483     16.175     15.994     15.940      0.036      0.009      0.009      0.006      0.004   1015.48253   1015.48253   1015.48253   1015.48253   1015.48253   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9640                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.267     17.524     17.277     17.137     17.105      0.094      0.024      0.024      0.018      0.009   1016.52443   1016.52443   1016.52443   1016.52443   1016.52443   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9645                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.942     17.451     17.231     17.106     17.100      0.068      0.022      0.022      0.018      0.009   1016.45104   1016.45104   1016.45104   1016.45104   1016.45104   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9646                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.795     18.325     18.110     17.944     17.884      0.265      0.073      0.073      0.062      0.044   1017.32513   1017.32513   1017.32513   1017.32513   1017.32513   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9653                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.184     17.352     17.072     16.915     16.881      0.099      0.020      0.020      0.015      0.008   1016.35199   1016.35199   1016.35199   1016.35199   1016.35199   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9656                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.793     17.241     17.050     16.941     16.929      0.054      0.018      0.018      0.015      0.008   1016.24137   1016.24137   1016.24137   1016.24137   1016.24137   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9657                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.865     17.259     17.048     16.930     16.911      0.058      0.019      0.019      0.015      0.008   1016.25927   1016.25927   1016.25927   1016.25927   1016.25927   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9660                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.322     17.495     17.205     17.035     16.985      0.100      0.023      0.023      0.016      0.008   1016.49450   1016.49450   1016.49450   1016.49450   1016.49450   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9663                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.694     18.047     17.794     17.656     17.648      0.268      0.038      0.038      0.030      0.017   1017.04710   1017.04710   1017.04710   1017.04710   1017.04710   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9667                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.429     17.998     17.814     17.728     17.701      0.136      0.051      0.051      0.035      0.017   1016.99762   1016.99762   1016.99762   1016.99762   1016.99762   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9668                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.430     17.458     17.095     16.923     16.861      0.139      0.024      0.024      0.015      0.008   1016.45826   1016.45826   1016.45826   1016.45826   1016.45826   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9671                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.134     16.475     16.284     16.155     16.140      0.029      0.009      0.009      0.007      0.004   1015.47547   1015.47547   1015.47547   1015.47547   1015.47547   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9673                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.011     16.504     16.317     16.213     16.209      0.026      0.010      0.010      0.008      0.005   1015.50447   1015.50447   1015.50447   1015.50447   1015.50447   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9675                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     16.000     15.026     14.652     14.425     14.360      0.011      0.003      0.003      0.002      0.001   1014.02614   1014.02614   1014.02614   1014.02614   1014.02614   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9679                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.349     16.354     16.009     15.835     15.782      0.036      0.010      0.010      0.006      0.004   1015.35351   1015.35351   1015.35351   1015.35351   1015.35351   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9680                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.624     17.202     17.054     16.967     16.969      0.046      0.021      0.021      0.017      0.009   1016.20226   1016.20226   1016.20226   1016.20226   1016.20226   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9681                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.980     17.358     17.114     16.981     16.942      0.071      0.020      0.020      0.016      0.008   1016.35812   1016.35812   1016.35812   1016.35812   1016.35812   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9682                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.503     16.907     16.703     16.572     16.544      0.041      0.021      0.021      0.018      0.013   1015.90708   1015.90708   1015.90708   1015.90708   1015.90708   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9686                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.921     17.267     17.021     16.864     16.844      0.073      0.019      0.019      0.014      0.008   1016.26718   1016.26718   1016.26718   1016.26718   1016.26718   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9687                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     16.938     16.471     16.304     16.215     16.207      0.024      0.009      0.009      0.008      0.005   1015.47121   1015.47121   1015.47121   1015.47121   1015.47121   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9688                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     4     15.706     14.509     14.024     13.709     13.601      0.008      0.002      0.002      0.001      0.001   1013.50942   1013.50942   1013.50942   1013.50942   1013.50942   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9693                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.814     17.099     16.849     16.699     16.673      0.055      0.016      0.016      0.012      0.007   1016.09939   1016.09939   1016.09939   1016.09939   1016.09939   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9700                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     16.985     16.508     16.330     16.234     16.220      0.038      0.011      0.011      0.008      0.005   1015.50771   1015.50771   1015.50771   1015.50771   1015.50771   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9702                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     15.964     15.446     15.268     15.177     15.160      0.010      0.004      0.004      0.004      0.002   1014.44615   1014.44615   1014.44615   1014.44615   1014.44615   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9703                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     15.864     15.072     14.831     14.697     14.675      0.009      0.003      0.003      0.002      0.002   1014.07174   1014.07174   1014.07174   1014.07174   1014.07174   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9704                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.611     17.935     17.651     17.501     17.456      0.245      0.035      0.035      0.025      0.013   1016.93513   1016.93513   1016.93513   1016.93513   1016.93513   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9706                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     19.074     18.008     17.596     17.364     17.307      0.400      0.050      0.050      0.025      0.012   1017.00831   1017.00831   1017.00831   1017.00831   1017.00831   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9709                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.148     16.522     16.294     16.175     16.143      0.029      0.010      0.010      0.008      0.004   1015.52232   1015.52232   1015.52232   1015.52232   1015.52232   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9710                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     4     18.346     17.791     17.574     17.479     99.000      0.102      0.036      0.036      0.025     99.000   1016.79061   1016.79061   1016.79061   1016.79061   1016.79061   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9714                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.299     16.476     16.228     16.079     16.043      0.034      0.011      0.011      0.007      0.005   1015.47643   1015.47643   1015.47643   1015.47643   1015.47643   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9715                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.552     17.112     16.923     16.829     16.810      0.043      0.016      0.016      0.014      0.007   1016.11211   1016.11211   1016.11211   1016.11211   1016.11211   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9717                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.527     16.320     15.870     15.624     15.546      0.042      0.008      0.008      0.005      0.003   1015.31959   1015.31959   1015.31959   1015.31959   1015.31959   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9721                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     14.043     13.671     13.574     13.537     13.553      0.002      0.001      0.001      0.002      0.002   1012.67130   1012.67130   1012.67130   1012.67130   1012.67130   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9727                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.728     17.201     17.034     16.930     16.925      0.051      0.018      0.018      0.015      0.008   1016.20075   1016.20075   1016.20075   1016.20075   1016.20075   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9728                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     18.575     18.102     17.909     17.771     17.743      0.159      0.040      0.040      0.033      0.016   1017.10204   1017.10204   1017.10204   1017.10204   1017.10204   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9729                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.719     17.170     16.964     16.835     16.813      0.051      0.019      0.019      0.014      0.007   1016.16983   1016.16983   1016.16983   1016.16983   1016.16983   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
           9733                0       0.0000       0.0000       0.0000       0.0000     -99.9000       0.0000    1.00000e+09    -99   -999     -999.000    9.90000e+01   -2.02610e+01     5     17.773     17.655     17.678     17.642     17.652      0.062      0.027      0.027      0.029      0.015   1016.65451   1016.65451   1016.65451   1016.65451   1016.65451   20000.00000   20000.00000   20000.00000   20000.00000   20000.00000      -99.90000 
