# Creation date: Tue Apr 22 11:17:26 2025
####################################### 
# PHOTOMETRIC REDSHIFT with OPTIONS   # 
# Config file            : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/config_file.para
# CAT_IN                 : /home/hallouin/Documents/thall_2025/lephare/simulation_catalogs/buzzard_base/Shuffle_Buzzard_training_file.dat
# CAT_OUT                : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/TRAINING_CAT_5000.out
# CAT_LINES              : 1 5000
# PARA_OUT               : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/output.para
# INP_TYPE               : M
# CAT_FMT[0:MEME 1:MMEE] : 1
# CAT_MAG                : AB
# ZPHOTLIB               : buzzard_mags 
# FIR_LIB                : 
# FIR_LMIN               : 7.000000
# FIR_CONT               : -1.000000
# FIR_SCALE              : -1.000000
# FIR_FREESCALE          : YES
# FIR_SUBSTELLAR         : NO
# ERR_SCALE              : 0.000000 
# ERR_FACTOR             : 1.500000 
# GLB_CONTEXT            : 0
# FORB_CONTEXT           : -1
# DZ_WIN                 : 1.000000
# MIN_THRES              : 0.020000
# MAG_ABS                : -24.000000 -5.000000
# MAG_ABS_AGN            : -30.000000 -10.000000
# MAG_REF                : 2
# NZ_PRIOR               : -2 -2
# Z_INTERP               : YES
# Z_METHOD               : BEST
# PROB_INTZ              : 0.000000 
# MABS_METHOD            : 1
# MABS_CONTEXT           : 33556478 
# MABS_REF               : 10 
# AUTO_ADAPT             : YES
# ADAPT_BAND             : 4
# ADAPT_LIM              : 1.500000 23.000000
# ADAPT_ZBIN             : 0.010000 6.000000
# ZFIX                   : NO
# SPEC_OUT               : save_spec
# CHI_OUT                : NO
# PDZ_OUT                : test
####################################### 
# Offsets from auto-adapt: 0.042989585745065284,-0.0006165267043378719,-0.0021406715295242407,0.0035866669364388315,0.006062724835594224,-0.026013763042950444
# Offsets from auto-adapt: 0.042990,-0.000617,-0.002141,0.003587,0.006063,-0.026014,
# Format: 
# IDENT 1 Z_BEST 2 Z_BEST68_LOW 3 Z_BEST68_HIGH 4 Z_BEST99_LOW 5 Z_BEST99_HIGH 6 Z_MED 7 Z_MODE 8 CHI_BEST 9 MOD_BEST 10 EXTLAW_BEST 11 EBV_BEST 12 PDZ_BEST 13 SCALE_BEST 14 MAG_OBS()15-20 ERR_MAG_OBS()21-26 MAG_ABS()27-32 EMAG_ABS()33-38 ZSPEC 39
# Format topcat: 
# IDENT  Z_BEST  Z_BEST68_LOW  Z_BEST68_HIGH  Z_BEST99_LOW  Z_BEST99_HIGH  Z_MED  Z_MODE  CHI_BEST  MOD_BEST  EXTLAW_BEST  EBV_BEST  PDZ_BEST  SCALE_BEST  MAG_OBS0  MAG_OBS1  MAG_OBS2  MAG_OBS3  MAG_OBS4  MAG_OBS5  ERR_MAG_OBS0  ERR_MAG_OBS1  ERR_MAG_OBS2  ERR_MAG_OBS3  ERR_MAG_OBS4  ERR_MAG_OBS5  MAG_ABS0  MAG_ABS1  MAG_ABS2  MAG_ABS3  MAG_ABS4  MAG_ABS5  EMAG_ABS0  EMAG_ABS1  EMAG_ABS2  EMAG_ABS3  EMAG_ABS4  EMAG_ABS5  ZSPEC 
         133066            0.721       0.0345       0.9580       0.0100       2.0000       0.7954       0.6651    5.81449e-01     64      0        0.000    9.90000e+01    9.74730e-03     28.839     27.628     27.104     26.333     26.211     25.874      1.065      0.325      0.196      0.198      0.301      0.743    -15.66525    -16.38408    -16.71917    -16.84036    -16.93120    -17.01956       0.18050      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.85547 
         375111            1.053       0.2644       1.2784       0.0100       2.0000       0.9710       1.0130    5.82939e-01     47      0        0.000    9.90000e+01    3.45172e-02     28.824     28.548     27.328     26.790     25.889     26.008      2.734      0.772      0.293      0.232      0.338      0.726    -16.77108    -17.63320    -18.05374    -18.19600    -18.32325    -18.45600       0.11433      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.72087 
         393506           0.9688       0.9595       0.9772       0.9428       0.9949       0.9677       0.9683    1.52213e+00      7      0        0.000    9.90000e+01    1.75768e+00     26.929     25.995     24.227     23.120     22.201     21.775      0.611      0.099      0.017      0.013      0.012      0.020    -19.95413    -21.34014    -22.05459    -22.40511    -22.62925    -22.85009       0.19683       0.13311       0.74455       1.37871       1.70405       1.94656        0.99280 
           1911           0.1533       0.1490       0.1548       0.1435       0.1678       0.1556       0.1508    1.09188e+01     32      0        0.000    9.90000e+01    1.47624e-02     24.072     23.011     22.328     21.988     21.889     21.774      0.054      0.010      0.008      0.009      0.010      0.020    -15.61092    -16.60674    -17.10599    -17.27042    -17.41802    -17.57267       0.74879       0.46420       0.14736       0.01181       0.06070       0.31532        0.18712 
          57269             1.09       0.9769       1.2301       0.7952       1.3850       1.0929       1.0801    6.91094e-01     16      0        0.000    9.90000e+01    1.99205e-01     28.885     28.186     26.677     25.858     24.935     24.329      2.230      0.610      0.154      0.117      0.103      0.193    -17.87963    -19.20956    -19.84571    -20.14163    -20.34210    -20.54291       0.20763       0.04359       0.91266       1.53960       1.87216       2.10389        1.03133 
         291012           0.6637       0.5543       0.7763       0.0100       1.0400       0.6159       0.6607    9.04997e-01     46      0        0.000    9.90000e+01    1.26737e-02     28.119     27.771     26.676     25.848     25.713     25.972      1.500      0.337      0.155      0.142      0.231      0.551    -15.75359    -16.65552    -17.02141    -17.11330    -17.23735    -17.37376       0.05462       0.18031      -1.00000      -1.00000      -1.00000      -1.00000        0.74675 
         107421           0.3828       0.0995       0.5732       0.0100       2.0000       0.4910       0.3809    8.01353e-01     43      0        0.000    9.90000e+01    1.32997e-03     27.586     28.397     27.079     26.949     26.437     26.508      1.224      0.393      0.219      0.308      0.534      1.047    -13.28319    -14.21915    -14.58656    -14.66624    -14.79053    -14.92921      -1.00000       0.26348      -1.00000      -1.00000      -1.00000      -1.00000        0.53341 
         237229           0.6771       0.1151       0.8396       0.0100       2.0000       0.7979       0.0146    1.51069e+00     99      0        0.000    9.90000e+01    1.93599e-03     26.831     27.251     27.020     26.978     26.769     27.890      0.807      0.246      0.208      0.328      0.512      0.930    -15.48790    -15.44805    -15.41212    -15.17653    -15.15794    -15.25868       0.03824      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.36326 
         198667           0.4879       0.0917       0.6763       0.0100       2.0000       0.5152       0.4780    1.25709e-01     30      0        0.000    9.90000e+01    5.93279e-03     28.382     28.050     26.783     26.237     25.895     25.806      1.939      0.439      0.173      0.165      0.265      0.597    -14.39979    -15.37471    -15.96370    -16.24071    -16.45669    -16.67532       0.78286       0.23793      -1.00000      -1.00000      -1.00000      -1.00000        0.66191 
         180278           0.3953       0.1315       0.5299       0.0100       2.0000       0.4666       0.3808    1.13962e+00     43      0        0.000    9.90000e+01    1.60788e-03     28.303     28.373     26.975     26.867     26.224     25.489      1.732      0.414      0.180      0.279      0.456      1.104    -13.48922    -14.41884    -14.79260    -14.87228    -14.99657    -15.13524      -1.00000       0.29065      -1.00000      -1.00000      -1.00000      -1.00000        0.38465 
         222754            1.576       0.7554       1.7235       0.5183       2.0000       1.4894       1.5765    5.70719e-01     40      0        0.000    9.90000e+01    4.97976e-01     27.156     26.678     26.306     25.606     25.301     24.867      0.502      0.148      0.097      0.110      0.149      0.358    -19.46693    -20.36367    -20.85370    -21.07440    -21.23605    -21.40083      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.96614 
          66002            1.982       1.7435       2.0000       0.8706       2.0000       1.6046       1.8429    4.44303e-01     11      0        0.000    9.90000e+01    4.39291e+00     27.107     26.723     26.270     25.906     25.178     24.450      0.692      0.178      0.102      0.128      0.142      0.286    -20.94056    -22.28878    -23.03061    -23.41046    -23.66175    -23.90733       0.63673       2.08653       2.96418       3.59113       3.92369       4.15541        1.21096 
          17281             0.37       0.0997       0.6426       0.0100       2.0000       0.4328       0.3930    1.91299e-01     15      0        0.000    9.90000e+01    1.83206e-03     30.563     28.760     27.264     26.729     26.399     26.561      3.246      0.727      0.206      0.242      0.375      0.826    -12.76342    -14.01088    -14.65836    -14.96296    -15.17140    -15.37973      -1.00000       0.21161      -1.00000      -1.00000      -1.00000      -1.00000        0.45522 
         101313           0.4668       0.4137       0.5201       0.0198       0.5886       0.4359       0.4638    9.75933e-01     56      0        0.000    9.90000e+01    1.25080e-02     27.277     26.293     25.268     24.915     24.841     24.457      0.715      0.122      0.042      0.056      0.093      0.220    -15.89155    -16.64173    -17.08253    -17.03931    -17.29744    -17.42406       0.70849       0.28835       0.09714       0.62975       0.92781       1.15291        0.47335 
         231042            1.783       1.7222       1.8407       1.1056       2.0000       1.8575       1.9601    1.00862e+01     44      0        0.000    9.90000e+01    1.17759e+00     27.465     25.998     25.702     25.322     24.585     24.340      0.391      0.099      0.060      0.078      0.087      0.197    -20.61359    -21.49409    -21.91495    -21.99607    -22.11800    -22.25349       0.35236       1.75303       2.63068       3.25763       3.59019       3.82192        1.17234 
          95819           0.3583       0.3562       0.3619       0.3276       0.3710       0.3485       0.3412    1.95829e+00     10      0        0.000    9.90000e+01    1.28037e-01     25.782     24.166     22.649     22.095     21.771     21.616      0.243      0.019      0.008      0.009      0.010      0.018    -17.17666    -18.54075    -19.22866    -19.54752    -19.76327    -19.97669       0.25928       0.18569       0.06235       0.17783       0.52705       0.78168        0.41547 
         149011           0.3529       0.0377       0.5942       0.0100       2.0000       0.4103       0.3559    9.55816e-01     32      0        0.000    9.90000e+01    1.61301e-03     29.245     28.055     26.943     26.562     26.016     26.431      1.415      0.379      0.189      0.235      0.256      0.534    -13.21368    -14.14763    -14.93051    -14.85861    -15.00606    -15.16071      -1.00000       0.18569       0.06235      -1.00000      -1.00000      -1.00000        1.17473 
         123017          0.08258       0.0100       0.2580       0.0100       2.0000       0.6405       0.0724    1.45411e+00     90      0        0.000    9.90000e+01    2.80762e-05     98.957     27.578     27.553     26.759     27.446     26.690      2.300      0.623      0.329      0.332      0.535      1.109     -9.90549    -10.30396    -10.53432    -10.50358    -10.60130    -10.74913      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.72605 
         134335           0.8719       0.5618       1.0701       0.0100       2.0000       0.8809       0.8240    1.13602e+00     46      0        0.000    9.90000e+01    1.50560e-02     29.245     28.228     27.739     26.719     25.978     26.505      2.381      0.726      0.307      0.251      0.325      0.750    -15.90620    -16.79195    -17.20843    -17.30032    -17.42437    -17.56078       0.48422      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.88051 
         171041           0.4432       0.1622       0.5618       0.0100       0.7466       0.3223       0.2218    6.55175e-01     82      0        0.000    9.90000e+01    3.83865e-03     27.203     26.956     26.155     25.893     26.012     25.767      1.009      0.201      0.099      0.159      0.264      0.697    -14.92242    -15.56266    -15.65716    -15.67638    -15.93303    -16.05955       0.62935       0.33701       0.11120       0.59576      -1.00000      -1.00000        0.30329 
           4797            0.453       0.1629       0.5662       0.0100       0.7950       0.2395       0.2002    1.17175e+00     93      0        0.000    9.90000e+01    2.32670e-03     27.392     27.130     26.463     26.311     26.556     25.786      1.099      0.231      0.117      0.185      0.294      0.776    -14.70448    -15.23524    -15.37899    -15.11709    -15.37545    -15.47966       0.66815       0.31233      -1.00000       0.61262      -1.00000      -1.00000        0.28687 
         149686            1.229       1.2073       1.2497       1.1683       1.2825       1.2279       1.2297    1.34180e+00      1      0        0.000    9.90000e+01    2.79623e+00     27.838     27.297     25.593     24.171     23.304     22.445      1.748      0.346      0.053      0.029      0.027      0.035    -20.17002    -21.69260    -22.49937    -22.91959    -23.19351    -23.45748       0.25142       0.36496       1.24261       1.86956       2.20212       2.43384        1.19768 
         409616            0.015       0.0100       0.0447       0.0100       0.7561       1.3530       0.0145    3.10225e+00     93      0        0.000    9.90000e+01    1.58140e-06     27.490     26.605     26.603     26.894     26.545     26.792      0.477      0.143      0.134      0.264      0.497      1.162     -7.06429     -7.44997     -7.45411     -7.14903     -7.45620     -7.56041       1.35587       0.09392       0.04754       0.07338      -1.00000      -1.00000        1.43221 
         134317           0.8725       0.7823       0.9233       0.7056       0.9894       0.8482       0.8388    3.04085e+00     88      0        0.000    9.90000e+01    6.71965e-02     25.670     25.345     25.146     24.637     24.393     24.497      0.178      0.051      0.036      0.042      0.068      0.193    -18.18133    -18.66707    -18.71481    -18.77331    -18.84433    -18.93030       0.48422       0.04973       0.61171       1.24287       1.57773       1.82453        0.88022 
         267604           0.4688       0.2107       0.4923       0.1688       0.5370       0.4441       0.4437    4.63361e+00     66      0        0.000    9.90000e+01    2.42802e-02     26.491     25.422     24.494     24.171     24.109     23.887      0.343      0.056      0.021      0.029      0.050      0.119    -16.71136    -17.41098    -17.69234    -17.76582    -17.89793    -17.98528       0.70849       0.28835       0.09714       0.62975       0.92781       1.15291        0.48841 
          75572            1.071       0.9685       1.1930       0.7608       2.0000       1.1339       1.0734    4.61351e-01      1      0        0.000    9.90000e+01    1.69829e-01     98.957     29.993     27.742     26.617     25.386     24.797      4.037      1.314      0.529      0.210      0.196      0.268    -17.04738    -18.68550    -19.49227    -19.91249    -20.18640    -20.45038       0.16397       0.02777       0.87312       1.50007       1.83263       2.06436        1.48351 
         366717           0.6708       0.5488       0.8171       0.0100       1.1597       0.5743       0.6319    1.10452e+00     75      0        0.000    9.90000e+01    1.23298e-02     27.688     27.076     26.372     25.781     25.600     26.008      1.235      0.247      0.111      0.129      0.227      0.555    -16.10843    -16.73512    -16.99519    -17.10692    -17.17194    -17.22683       0.03824       0.20652      -1.00000      -1.00000      -1.00000      -1.00000        0.64283 
         279259           0.6496       0.4752       0.9951       0.0730       2.0000       0.7814       0.6953    1.83767e-01     27      0        0.000    9.90000e+01    2.24479e-02     29.145     27.959     26.943     26.020     25.593     25.257      2.223      0.504      0.164      0.155      0.243      0.532    -15.37687    -16.48549    -17.24067    -17.64752    -17.94529    -18.23217       0.13172       0.13990      -1.00000      -1.00000      -1.00000      -1.00000        0.61691 
         352815           0.4713       0.4624       0.4807       0.4452       0.4944       0.4710       0.4710    5.79126e+00     68      0        0.000    9.90000e+01    9.98157e-02     24.304     23.929     23.074     22.743     22.599     22.289      0.069      0.016      0.009      0.011      0.015      0.031    -18.15826    -18.83683    -19.28025    -19.41678    -19.55077    -19.69805       0.75065       0.26368       0.08721       0.64223       0.93473       1.16316        0.48812 
         347886            0.414       0.2369       0.5742       0.0100       1.1318       0.4592       0.4021    6.79292e+00     18      0        0.000    9.90000e+01    1.55556e-03     28.564     29.626     27.013     26.988     27.356     27.120      1.949      0.549      0.247      0.379      0.642      1.417    -12.73594    -14.62670    -14.53615    -14.79639    -14.98225    -15.17079      -1.00000       0.36506      -1.00000      -1.00000      -1.00000      -1.00000        0.43669 
          35396           0.6404       0.5533       0.7184       0.0100       2.0000       0.6918       0.6441    1.98063e+00     68      0        0.000    9.90000e+01    2.09212e-02     26.558     26.513     25.809     25.305     24.952     25.142      0.622      0.136      0.068      0.078      0.138      0.354    -16.49510    -17.09428    -17.51559    -17.65212    -17.78610    -17.93339       0.13172       0.13990      -1.00000      -1.00000      -1.00000      -1.00000        0.66534 
         382929           0.8109       0.7980       0.8301       0.7729       0.8635       0.8172       0.8163    1.91028e+00      2      0        0.000    9.90000e+01    3.85207e-01     29.047     27.031     25.103     23.884     23.159     22.821      1.517      0.208      0.034      0.023      0.023      0.050    -18.22316    -19.64324    -20.43192    -20.80006    -21.03318    -21.26170       0.41297       0.05302       0.39980       1.01911       1.36915       1.62233        0.82012 
         303292           0.1984       0.0100       0.8206       0.0100       2.0000       0.5995       0.5478    4.22398e-01     13      0        0.000    9.90000e+01    3.33296e-04     30.438     28.389     27.689     26.913     26.716     26.534      2.304      0.694      0.333      0.333      0.442      1.019    -10.65442    -11.90354    -12.66975    -13.07796    -13.36939    -13.65027      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.94543 
         253085           0.3602       0.3575       0.3626       0.3453       0.3753       0.3601       0.3600    6.66094e+01     96      0        0.000    9.90000e+01    1.94556e-02     23.876     23.697     23.395     23.429     23.149     23.472      0.048      0.014      0.011      0.016      0.023      0.086    -17.44559    -17.66404    -17.83369    -17.58933    -17.64548    -17.78452       0.30980       0.21161       0.04100       0.22637       0.56578       0.82040        0.27482 
         417430                2       1.1879       2.0000       0.0100       2.0000       1.4542       0.0144    1.84686e+00     29      0        0.000    9.90000e+01    1.49259e+00     26.873     26.256     26.086     26.039     25.661     25.212      0.406      0.118      0.083      0.132      0.191      0.437    -19.97859    -21.07088    -21.80224    -22.20698    -22.49748    -22.77851      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.85907 
         416628            1.324       0.5717       2.0000       0.0100       2.0000       1.1565       1.3008    5.19529e-02     36      0        0.000    9.90000e+01    1.30287e-01     28.405     27.914     27.281     26.507     25.989     25.250      2.447      0.530      0.260      0.269      0.290      0.563    -17.97878    -18.91078    -19.40977    -19.61930    -19.78010    -19.94509       0.04259      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.77284 
          99194           0.3102       0.2672       0.3421       0.1176       0.4592       0.3194       0.2833    1.02552e+00     28      0        0.000    9.90000e+01    8.94766e-03     27.465     26.005     24.840     24.472     24.123     24.114      0.594      0.088      0.028      0.037      0.061      0.154    -14.79275    -15.90193    -16.49297    -16.65024    -16.82903    -17.01154       0.08266       0.06135       0.08788       0.05915       0.41556       0.67019        0.44684 
         255339           0.2648       0.2578       0.2939       0.2480       0.3364       0.2785       0.2698    1.24474e+00     56      0        0.000    9.90000e+01    1.70769e-02     24.832     24.094     23.372     23.139     22.918     22.958      0.110      0.018      0.011      0.013      0.020      0.054    -16.21329    -16.96541    -17.34989    -17.40782    -17.52410    -17.65072       0.18513       0.11823       0.08529       0.06010       0.29659       0.55122        0.30478 
         259487           0.3605       0.3458       0.3744       0.2685       0.3964       0.3514       0.3555    1.23149e+00     60      0        0.000    9.90000e+01    1.51349e-02     26.005     25.138     24.212     24.045     23.735     23.812      0.272      0.042      0.017      0.026      0.041      0.128    -16.16485    -16.90618    -17.26146    -17.29360    -17.40107    -17.52426       0.30980       0.21161       0.04100       0.22637       0.56578       0.82040        0.37440 
         208866           0.4682       0.3738       0.6615       0.2416       0.9557       0.5583       0.5264    1.39015e+00      1      0        0.000    9.90000e+01    7.82822e-03     28.615     28.974     26.892     26.053     25.809     25.387      1.916      0.504      0.188      0.145      0.220      0.538    -13.79468    -15.34332    -16.08867    -16.39176    -16.78281    -17.04678      -1.00000       0.28835      -1.00000       0.62975      -1.00000      -1.00000        0.77068 
         155705             1.29       0.9285       1.5402       0.0100       2.0000       1.3335       1.2873    1.38801e+00     90      0        0.000    9.90000e+01    3.91766e-02     26.316     26.356     26.493     26.503     26.017     25.418      0.406      0.120      0.112      0.198      0.331      0.674    -17.76721    -18.16569    -18.39604    -18.36530    -18.46303    -18.61086      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.36436 
         275351           0.2148       0.0100       0.3226       0.0100       2.0000       0.7710       0.0145    9.48620e-01     95      0        0.000    9.90000e+01    5.50886e-04     26.660     26.603     26.259     26.108     26.277     25.630      0.369      0.127      0.098      0.172      0.390      0.903    -13.21272    -13.62435    -13.78875    -13.74958    -13.81731    -13.93520       0.43620       0.28237       0.02115      -1.00000      -1.00000      -1.00000        0.56646 
         250929           0.1314       0.0100       0.2826       0.0100       0.6971       0.2017       0.5659    1.10610e+00     30      0        0.000    9.90000e+01    8.30505e-04     26.380     25.962     25.260     24.878     24.632     24.581      0.607      0.087      0.040      0.055      0.096      0.243    -12.25559    -13.25196    -13.82177    -14.14828    -14.25084    -14.46947       0.84754       0.52686       0.12561       0.04333       0.02575       0.28037        0.19142 
         408347            1.375       1.3278       1.4234       1.2351       1.5115       1.3790       1.3794    5.82272e-01      1      0        0.000    9.90000e+01    1.90685e+00     98.957     28.245     27.021     25.101     24.428     23.515      2.809      0.684      0.198      0.071      0.074      0.089    -19.73970    -21.27450    -22.08126    -22.50148    -22.77540    -23.03937       0.15540       0.82783       1.70548       2.33243       2.66499       2.89672        1.37290 
          14679           0.2373       0.0100       0.5727       0.0100       0.7360       0.2575       0.2359    3.02300e-02     59      0        0.000    9.90000e+01    1.12842e-03     27.600     26.719     26.065     25.806     25.683     25.541      0.999      0.206      0.079      0.116      0.197      0.492    -13.26545    -13.99728    -14.36238    -14.49123    -14.60079    -14.71508       0.33171       0.21952       0.03037      -1.00000      -1.00000      -1.00000        0.43466 
         260544           0.3643       0.1550       0.5240       0.0100       0.7142       0.3709       0.3682    7.73761e-01     32      0        0.000    9.90000e+01    2.92646e-03     27.451     27.586     26.339     25.992     25.557     25.830      1.376      0.271      0.099      0.142      0.233      0.590    -13.81332    -14.84202    -15.47847    -15.50538    -15.65283    -15.80748       0.30980       0.21161       0.04100      -1.00000      -1.00000      -1.00000        0.40922 
           3889           0.1591       0.0100       0.2336       0.0100       0.3404       0.1517       0.1612    4.87703e-01     34      0        0.000    9.90000e+01    1.87185e-03     26.495     25.503     24.777     24.442     24.257     24.002      0.362      0.058      0.027      0.037      0.060      0.158    -13.25867    -14.21786    -14.73983    -14.99225    -15.28412    -15.46754       0.74879       0.46420       0.14736       0.01181       0.06070       0.31532        0.26438 
         145055           0.1235       0.0352       0.2337       0.0100       2.0000       1.3570       1.5269    2.64224e-01     99      0        0.000    9.90000e+01    1.67530e-04     25.921     25.917     25.990     25.887     26.135     99.026      0.264      0.084      0.082      0.150      0.273      0.704    -12.72759    -12.77667    -12.76281    -12.56470    -12.50092    -12.60165       0.89491       0.53117       0.14589       0.06876      -1.00000      -1.00000        1.08809 
         198280           0.2073       0.0100       0.2932       0.0100       0.9480       0.2489       0.1772    4.42514e-01     41      0        0.000    9.90000e+01    4.95954e-04     28.727     27.306     26.616     26.298     26.315     25.654      1.006      0.266      0.139      0.169      0.298      0.716    -12.22329    -13.10062    -13.51379    -13.55437    -13.71446    -13.84306       0.48885       0.31295       0.01706       0.14997      -1.00000      -1.00000        0.64324 
          90774           0.5513       0.0100       0.7597       0.0100       2.0000       0.4064       0.1452    1.61201e-01     90      0        0.000    9.90000e+01    3.31089e-03     26.883     27.299     26.777     26.512     26.495     26.512      1.232      0.308      0.150      0.239      0.376      0.960    -15.09543    -15.48428    -15.71334    -15.68260    -15.78032    -15.92815       0.47891       0.06596      -1.00000      -1.00000      -1.00000      -1.00000        0.34517 
         391760           0.9709       0.9638       0.9791       0.9391       0.9929       0.9687       0.9698    1.98229e+01     36      0        0.000    9.90000e+01    1.02221e+00     25.344     24.755     23.752     22.929     22.265     21.989      0.172      0.031      0.013      0.012      0.012      0.025    -20.21192    -21.18863    -21.68763    -21.89716    -22.05796    -22.22294       0.16219       0.12274       0.75491       1.38850       1.71442       1.95584        0.96066 
         393629          0.09034       0.0100       0.1964       0.0100       2.0000       0.4850       0.0862    2.09375e+00     38      0        0.000    9.90000e+01    1.09121e-04     28.338     26.991     26.615     26.112     25.697     26.058      0.749      0.218      0.139      0.173      0.234      0.550    -10.30975    -11.21805    -11.70179    -12.19956    -12.11796    -12.33372       1.00991       0.43988       0.21065       0.14688      -1.00000      -1.00000        0.99492 
         197586           0.6112       0.6053       0.6177       0.5577       0.6303       0.6113       0.6110    1.03484e+01     41      0        0.000    9.90000e+01    1.25127e-01     25.942     25.200     23.842     23.150     23.007     22.859      0.301      0.043      0.013      0.013      0.021      0.052    -18.22630    -19.11262    -19.48649    -19.56901    -19.68594    -19.81454       0.24556       0.08616       0.07576       0.61682       0.96994       1.22456        0.62745 
         155904            1.518       1.3491       1.5952       0.0100       2.0000       1.4411       1.3825    5.63257e+00     43      0        0.000    9.90000e+01    3.40998e-01     28.407     26.908     26.437     25.908     25.560     24.263      1.018      0.210      0.117      0.115      0.148      0.217    -19.72839    -20.60944    -21.03176    -21.11144    -21.23573    -21.37441       0.20042       1.24937       2.12702       2.75397       3.08653       3.31826        1.37705 
         415515           0.9481       0.8758       1.0029       0.5747       1.1423       0.9367       0.9426    1.73145e-01     62      0        0.000    9.90000e+01    7.65263e-02     26.756     26.593     25.875     25.176     24.682     24.588      0.896      0.151      0.073      0.073      0.090      0.186    -17.88210    -18.56356    -18.92023    -19.03675    -19.14134    -19.24947       0.26287       0.15810       0.71955       1.35472       1.67906       1.92389        1.71183 
         221014            1.401       0.0100       2.0000       0.0100       2.0000       0.8763       0.5781    1.49187e-01     54      0        0.000    9.90000e+01    7.76183e-02     28.935     28.177     27.397     26.775     26.543     25.691      1.613      0.544      0.325      0.337      0.465      1.062    -17.77078    -18.52629    -18.91402    -19.07916    -19.19516    -19.31002      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.93563 
         350390           0.4232       0.3859       0.4978       0.1134       0.5830       0.4179       0.4235    2.01036e+00     60      0        0.000    9.90000e+01    7.89394e-03     27.092     26.372     25.377     25.085     25.068     25.001      0.662      0.119      0.047      0.067      0.114      0.294    -15.47264    -16.23634    -16.45982    -16.52101    -16.46841    -16.59161       0.55471       0.38401       0.11039       0.56809       0.87439       1.09511        0.45578 
         326900           0.7462       0.6704       0.9684       0.5231       1.7823       0.8953       0.7946    1.33540e+00      1      0        0.000    9.90000e+01    4.23706e-02     98.957     28.424     27.502     26.013     25.398     25.069      2.902      0.532      0.262      0.165      0.161      0.247    -15.49023    -17.13035    -17.92111    -18.34133    -18.61524    -18.87922       0.24415       0.13178       0.20922       0.82437       1.17921       1.43383        1.54876 
         173928           0.2782       0.0100       0.3363       0.0100       0.5529       0.2639       0.2749    2.01203e+00     60      0        0.000    9.90000e+01    1.89661e-03     27.911     26.474     25.803     25.700     25.297     25.510      0.763      0.141      0.064      0.104      0.167      0.486    -13.98876    -14.66049    -14.93383    -15.06137    -15.16884    -15.29204       0.13390       0.08222       0.08885      -1.00000      -1.00000      -1.00000        0.33306 
         151048            1.216       0.9927       1.7944       0.3740       2.0000       1.2130       1.1857    1.12209e+00     11      0        0.000    9.90000e+01    2.06816e-01     29.545     28.769     27.552     26.704     25.885     24.802      3.076      0.906      0.339      0.236      0.224      0.317    -17.54156    -18.95274    -19.69458    -20.07442    -20.32572    -20.57129       0.28530      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.24154 
         299225           0.6586       0.6048       0.7456       0.4872       0.9677       0.6874       0.6788    4.56837e-01     19      0        0.000    9.90000e+01    6.19105e-02     27.115     27.145     25.988     24.979     24.585     24.208      0.948      0.201      0.073      0.058      0.074      0.181    -16.38765    -17.58514    -18.37612    -18.78735    -19.08097    -19.36443       0.09273       0.15773       0.08886       0.66312       1.01945       1.27407        0.86976 
         110099            1.128       0.8105       2.0000       0.0100       2.0000       1.2461       1.8823    1.36141e-02     68      0        0.000    9.90000e+01    4.07007e-02     27.523     27.324     26.971     26.620     26.028     25.727      1.202      0.342      0.167      0.221      0.401      0.932    -17.18943    -17.86191    -18.23813    -18.37465    -18.50864    -18.65593       0.26920      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.57844 
         136540          0.07006       0.0100       0.2509       0.0100       2.0000       0.2171       0.0682    5.67463e-01     41      0        0.000    9.90000e+01    2.60048e-05     28.932     27.640     27.244     26.892     27.228     26.739      0.990      0.309      0.216      0.281      0.454      1.091     -9.01052     -9.89572    -10.34291    -10.39656    -10.51349    -10.64209      -1.00000      -1.00000       0.13376      -1.00000      -1.00000      -1.00000        0.91963 
         281978           0.6152       0.6009       0.6326       0.5788       0.6711       0.6194       0.6175    6.12512e+00     49      0        0.000    9.90000e+01    8.46440e-02     25.786     25.385     24.338     23.666     23.510     23.486      0.329      0.052      0.019      0.019      0.032      0.085    -17.77949    -18.62001    -18.86763    -19.00542    -19.14270    -19.28921       0.24556       0.08616       0.07576       0.61682       0.96994       1.22456        0.66343 
