# Creation date: Thu Apr 17 19:05:09 2025
####################################### 
# PHOTOMETRIC REDSHIFT with OPTIONS   # 
# Config file            : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/config_file.para
# CAT_IN                 : /home/hallouin/Documents/thall_2025/lephare/simulation_catalogs/buzzard_base/Shuffle_Buzzard_training_file.dat
# CAT_OUT                : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/TRAINING_CAT_5000.out
# CAT_LINES              : 1 5000
# PARA_OUT               : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/output.para
# INP_TYPE               : M
# CAT_FMT[0:MEME 1:MMEE] : 1
# CAT_MAG                : AB
# ZPHOTLIB               : buzzard_mags 
# FIR_LIB                : 
# FIR_LMIN               : 7.000000
# FIR_CONT               : -1.000000
# FIR_SCALE              : -1.000000
# FIR_FREESCALE          : YES
# FIR_SUBSTELLAR         : NO
# ERR_SCALE              : 0.000000 
# ERR_FACTOR             : 1.500000 
# GLB_CONTEXT            : 0
# FORB_CONTEXT           : -1
# DZ_WIN                 : 1.000000
# MIN_THRES              : 0.020000
# MAG_ABS                : -24.000000 -5.000000
# MAG_ABS_AGN            : -30.000000 -10.000000
# MAG_REF                : 3
# NZ_PRIOR               : -1 -2
# Z_INTERP               : YES
# Z_METHOD               : BEST
# PROB_INTZ              : 0.000000 
# MABS_METHOD            : 1
# MABS_CONTEXT           : 33556478 
# MABS_REF               : 11 
# AUTO_ADAPT             : YES
# ADAPT_BAND             : 5
# ADAPT_LIM              : 1.500000 23.000000
# ADAPT_ZBIN             : 0.010000 6.000000
# ZFIX                   : NO
# SPEC_OUT               : save_spec
# CHI_OUT                : NO
# PDZ_OUT                : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/TRAINING_PDZ_5000
####################################### 
# Offsets from auto-adapt: 0.046692,-0.000184,-0.002211,0.003683,0.006042,-0.026768,
# Format: 
# IDENT 1 Z_BEST 2 Z_BEST68_LOW 3 Z_BEST68_HIGH 4 Z_BEST99_LOW 5 Z_BEST99_HIGH 6 Z_MED 7 Z_MODE 8 CHI_BEST 9 MOD_BEST 10 EXTLAW_BEST 11 EBV_BEST 12 PDZ_BEST 13 SCALE_BEST 14 MAG_OBS()15-20 ERR_MAG_OBS()21-26 MAG_ABS()27-32 EMAG_ABS()33-38 ZSPEC 39
# Format topcat: 
# IDENT  Z_BEST  Z_BEST68_LOW  Z_BEST68_HIGH  Z_BEST99_LOW  Z_BEST99_HIGH  Z_MED  Z_MODE  CHI_BEST  MOD_BEST  EXTLAW_BEST  EBV_BEST  PDZ_BEST  SCALE_BEST  MAG_OBS0  MAG_OBS1  MAG_OBS2  MAG_OBS3  MAG_OBS4  MAG_OBS5  ERR_MAG_OBS0  ERR_MAG_OBS1  ERR_MAG_OBS2  ERR_MAG_OBS3  ERR_MAG_OBS4  ERR_MAG_OBS5  MAG_ABS0  MAG_ABS1  MAG_ABS2  MAG_ABS3  MAG_ABS4  MAG_ABS5  EMAG_ABS0  EMAG_ABS1  EMAG_ABS2  EMAG_ABS3  EMAG_ABS4  EMAG_ABS5  ZSPEC  PDZ_FLAG
17395          0.5403          0.3032          0.6800          0.0790          1.0346          0.5407          0.5087          1.60606e-01          21          1          0.000          9.90000e+01          1.27995e-02          29.435          27.711          26.425          25.659          25.369          25.011          3.266          0.469          0.109          0.109          0.160          0.374          -15.08145          -16.23456          -16.82700          -17.08599          -17.26961          -17.45559          0.52202          0.09038          -1.00000          -1.00000          -1.00000          -1.00000          0.45570          9
107003          0.015          0.0100          0.2667          0.0100          0.6231          0.1556          0.0279          2.99935e-01          32          1          0.000          9.90000e+01          3.93426e-06          27.346          26.373          25.910          25.764          25.574          25.267          0.527          0.147          0.076          0.111          0.202          0.397          -6.72154          -7.70863          -8.15814          -8.29802          -8.48916          -8.62878          1.35587          0.09392          0.04754          0.07338          0.03012          -1.00000          0.52131          9
184303          0.36          0.1948          0.4643          0.0501          0.6331          0.3599          0.3663          1.82716e+00          8          1          0.000          9.90000e+01          5.39686e-03          29.867          27.483          26.131          25.604          25.089          25.236          2.136          0.345          0.087          0.093          0.141          0.307          -13.69063          -15.07622          -15.92197          -16.12751          -16.34980          -16.56917          -1.00000          0.18569          0.06235          -1.00000          -1.00000          -1.00000          0.48858          8
165419          0.5581          0.0100          0.7279          0.0100          2.0000          0.4811          0.2166          2.93075e-01          78          1          0.000          9.90000e+01          4.29468e-03          27.997          27.539          26.849          26.407          26.415          25.874          0.959          0.261          0.159          0.221          0.282          0.609          -14.98198          -15.61734          -15.89382          -15.95255          -16.05480          -16.17662          0.47891          0.06596          -1.00000          -1.00000          -1.00000          -1.00000          1.89299          11
205682          0.6118          0.4969          0.7158          0.3097          0.9675          0.6343          0.6251          7.44747e-01          2          1          0.000          9.90000e+01          1.84629e-02          30.911          28.351          27.068          25.929          25.595          24.899          2.500          0.635          0.202          0.142          0.196          0.433          -14.92080          -16.36627          -17.08940          -17.45754          -17.69066          -17.91918          0.24556          0.08616          -1.00000          -1.00000          -1.00000          -1.00000          0.74044          1
231154          1.83          1.0202          1.9599          0.7258          2.0000          1.2891          1.1638          5.59577e-01          11          1          0.000          9.90000e+01          2.10723e+00          27.710          27.216          26.841          26.376          25.408          25.113          1.305          0.335          0.159          0.182          0.184          0.385          -20.12484          -21.47306          -22.21490          -22.59474          -22.84604          -23.09161          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.15623          9
410474          0.9436          0.0883          1.1558          0.0100          2.0000          0.9456          0.9268          6.44890e-02          67          1          0.000          9.90000e+01          2.93803e-02          27.671          27.470          26.777          26.155          25.683          25.637          1.487          0.350          0.190          0.187          0.268          0.387          -16.89542          -17.56911          -17.90191          -18.03694          -18.12850          -18.21631          0.26287          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.46940          11
310727          0.9546          0.4340          1.0869          0.1072          1.3177          0.8411          0.9561          2.04592e+00          37          1          0.000          9.90000e+01          6.16521e-02          27.845          27.750          26.563          25.939          25.224          25.282          1.119          0.280          0.127          0.143          0.155          0.339          -17.12282          -18.09221          -18.58707          -18.80780          -18.96375          -19.12169          0.22815          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.06419          13
92544          0.2563          0.0100          0.6673          0.0100          2.0000          0.4082          0.1610          1.16193e-01          67          1          0.000          9.90000e+01          7.72067e-04          27.829          27.277          26.647          26.428          26.265          25.829          1.208          0.296          0.144          0.233          0.372          0.964          -12.94354          -13.61480          -13.94049          -14.08594          -14.17750          -14.26531          0.23268          0.15343          0.06983          -1.00000          -1.00000          -1.00000          0.36138          11
313421          1.092          0.7938          1.2903          0.0100          2.0000          1.1266          1.0232          6.55252e-01          43          1          0.000          9.90000e+01          4.50133e-02          27.611          27.898          27.447          26.679          25.741          25.759          1.900          0.553          0.246          0.249          0.245          0.512          -17.08709          -17.98799          -18.41031          -18.48999          -18.61428          -18.75296          0.20763          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.09666          15
337879          0.2521          0.2471          0.2571          0.2350          0.3062          0.2532          0.2505          2.24712e+00          91          1          0.000          9.90000e+01          9.63174e-03          24.375          23.973          23.585          23.487          23.368          23.430          0.071          0.017          0.012          0.017          0.028          0.081          -16.25226          -16.66540          -16.85164          -16.83273          -16.88779          -16.96824          0.23268          0.15343          0.06983          0.08360          0.27301          0.52763          0.28857          4
190529          0.5484          0.5376          0.5564          0.5146          0.5911          0.5436          0.5435          6.23695e-01          42          1          0.000          9.90000e+01          1.44134e-01          25.327          24.613          23.537          22.947          22.728          22.513          0.178          0.027          0.011          0.012          0.017          0.037          -18.13065          -19.01384          -19.49482          -19.71185          -19.89246          -20.07922          0.52202          0.09038          0.05737          0.59844          0.91915          1.17378          0.55964          0
331503          1.938          1.0321          2.0000          0.0100          2.0000          1.6011          1.9391          2.02447e-01          29          1          0.000          9.90000e+01          1.60567e+00          26.281          26.217          25.936          25.803          25.464          25.166          0.389          0.110          0.076          0.118          0.180          0.454          -20.05787          -21.15016          -21.88152          -22.28627          -22.57677          -22.85780          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.88566          11
31692          0.6594          0.6333          0.6883          0.5880          0.7327          0.6698          0.6712          1.08285e+00          51          1          0.000          9.90000e+01          9.35277e-02          25.892          25.347          24.496          23.789          23.620          23.378          0.267          0.052          0.022          0.022          0.034          0.081          -17.91003          -18.70289          -19.15962          -19.32808          -19.45847          -19.59217          0.09273          0.15773          0.08886          0.66312          1.01945          1.27407          0.62719          8
260224          0.3666          0.3548          0.3742          0.2965          0.4007          0.3641          0.3640          2.53321e-01          11          1          0.000          9.90000e+01          9.66369e-02          26.203          24.662          23.150          22.555          22.191          22.001          0.341          0.028          0.010          0.010          0.012          0.024          -16.76682          -18.11976          -18.86625          -19.23646          -19.48775          -19.73333          0.30980          0.21161          0.04100          0.22637          0.56578          0.82040          0.38164          0
413424          0.9314          0.6474          1.0736          0.0100          2.0000          1.3638          1.6726          1.13256e-01          70          1          0.000          9.90000e+01          3.40749e-02          27.138          26.984          26.507          25.876          25.470          25.278          0.982          0.229          0.135          0.146          0.209          0.349          -17.12944          -17.75292          -18.07871          -18.19655          -18.29694          -18.40238          0.30008          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.57999          11
45085          0.669          0.5223          0.8461          0.0100          1.0238          0.7349          0.6694          6.31175e-01          63          1          0.000          9.90000e+01          2.02119e-02          27.103          26.754          26.045          25.376          25.258          24.784          0.929          0.188          0.089          0.084          0.141          0.366          -16.42275          -17.14875          -17.50627          -17.62339          -17.73655          -17.85846          0.05462          0.18031          -1.00000          -1.00000          -1.00000          -1.00000          0.77621          9
302292          0.9204          0.9030          0.9346          0.8751          0.9727          0.9288          0.9314          5.91121e-01          50          1          0.000          9.90000e+01          3.95485e-01          25.449          25.002          24.258          23.498          23.002          22.802          0.170          0.038          0.018          0.017          0.020          0.049          -19.41189          -20.22797          -20.68107          -20.86480          -21.00263          -21.14362          0.33316          0.16643          0.69409          1.32971          1.65379          1.90059          0.91862          0
356935          0.3945          0.3361          0.5317          0.0100          0.8016          1.7403          1.9016          2.18551e+00          97          1          0.000          9.90000e+01          2.48854e-03          25.585          25.908          25.677          25.762          25.645          25.328          0.230          0.076          0.059          0.108          0.246          0.408          -15.45672          -15.60992          -15.65312          -15.42963          -15.44202          -15.55873          0.44384          0.29065          0.04100          -1.00000          -1.00000          -1.00000          0.50652          9
350197          0.5447          0.0100          0.6052          0.0100          0.6895          0.2529          0.5418          4.67282e-01          65          1          0.000          9.90000e+01          1.73630e-02          26.841          26.262          25.421          25.008          24.786          24.564          0.722          0.123          0.044          0.061          0.103          0.264          -16.28914          -16.95751          -17.43058          -17.57721          -17.67664          -17.77290          0.52202          0.09038          0.05737          0.59844          0.91915          1.17378          0.44865          9
223798          0.9716          0.7410          1.0620          0.4633          2.0000          1.2107          0.9659          2.07478e-01          60          1          0.000          9.90000e+01          4.98663e-02          26.822          26.956          26.405          25.693          25.169          24.954          0.761          0.210          0.113          0.120          0.148          0.343          -17.47301          -18.19202          -18.54976          -18.61095          -18.71841          -18.84161          0.16219          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.98214          9
88160          0.304          0.2932          0.3151          0.2751          0.3347          0.3043          0.3036          5.97555e+00          48          1          0.000          9.90000e+01          3.97250e-02          24.468          23.970          23.128          22.770          22.490          22.339          0.075          0.017          0.010          0.011          0.014          0.032          -16.74882          -17.55899          -18.08068          -18.37148          -18.55292          -18.74145          0.04694          0.02758          0.09841          0.03409          0.39050          0.64513          0.30664          0
275601          0.01839          0.0100          0.6268          0.0100          2.0000          0.3983          0.0284          1.70397e-01          32          1          0.000          9.90000e+01          2.41719e-06          28.340          27.479          26.872          26.715          26.575          26.052          1.511          0.403          0.177          0.228          0.401          0.903          -6.15286          -7.13995          -7.64499          -7.79309          -7.94525          -8.09990          -1.00000          -1.00000          0.04754          0.07338          -1.00000          -1.00000          0.56849          11
101819          0.1883          0.0100          0.7673          0.0100          2.0000          0.5283          0.0618          1.59357e+00          93          1          0.000          9.90000e+01          1.08095e-04          28.174          28.315          27.693          26.987          27.963          27.667          2.949          0.846          0.322          0.416          0.652          1.314          -11.46531          -11.85098          -12.04666          -11.98497          -12.04311          -12.14732          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.47003          11
104504          0.5042          0.0350          0.6115          0.0100          0.7744          0.3603          0.1927          2.71840e-01          45          1          0.000          9.90000e+01          1.19998e-02          27.552          26.855          25.862          25.373          25.128          24.779          1.073          0.192          0.068          0.083          0.143          0.329          -15.50842          -16.35572          -16.82319          -17.03653          -17.18023          -17.32453          0.69547          0.18891          -1.00000          -1.00000          -1.00000          -1.00000          0.54300          9
252437          0.241          0.2278          0.2526          0.0100          0.3208          0.1877          0.2398          6.20228e-01          89          1          0.000          9.90000e+01          4.65130e-03          25.159          24.724          24.335          24.181          24.084          23.989          0.144          0.029          0.019          0.029          0.052          0.149          -15.37637          -15.80399          -16.03035          -16.16444          -16.23260          -16.32340          0.28127          0.18686          0.04463          0.10637          0.25015          0.50478          0.23340          0
119127          0.585          0.0588          0.6661          0.0100          2.0000          0.5989          0.0315          1.86797e+00          97          1          0.000          9.90000e+01          1.70705e-03          26.874          27.346          26.989          26.634          27.384          27.355          0.778          0.277          0.194          0.282          0.519          1.283          -15.13976          -15.50214          -15.21636          -15.02038          -15.03277          -15.14949          0.35890          0.02670          -1.00000          -1.00000          -1.00000          -1.00000          0.65538          11
214930          0.8818          0.8554          0.9007          0.8208          0.9412          0.8837          0.8822          1.85457e+00          4          1          0.000          9.90000e+01          5.86465e-01          27.317          27.202          24.983          23.821          22.986          22.666          1.330          0.207          0.032          0.022          0.021          0.042          -18.74209          -20.13461          -20.86516          -21.22159          -21.45056          -21.67580          0.45019          0.06595          0.62138          1.25317          1.58635          1.83315          0.86656          0
78759          0.9824          0.6682          2.0000          0.0100          2.0000          1.3105          1.7375          3.90583e-01          82          1          0.000          9.90000e+01          2.07337e-02          26.702          27.236          26.934          26.483          26.066          25.720          0.924          0.276          0.182          0.223          0.319          0.617          -16.75565          -17.34443          -17.64752          -17.66674          -17.76427          -17.89080          0.12816          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.65636          11
97498          0.3572          0.2567          0.4097          0.0100          0.7045          0.3279          0.3271          1.05740e+00          90          1          0.000          9.90000e+01          1.69473e-03          98.953          26.987          26.252          26.332          25.896          25.884          1.261          0.262          0.104          0.156          0.265          0.664          -14.19179          -14.81049          -15.05958          -14.95549          -15.05321          -15.20104          0.25928          0.18569          0.06235          -1.00000          -1.00000          -1.00000          0.41899          1
220598          0.06354          0.0360          0.2227          0.0100          2.0000          1.3424          0.0972          3.43390e-01          96          1          0.000          9.90000e+01          4.48800e-05          26.483          26.109          26.192          26.042          26.195          26.214          0.329          0.106          0.098          0.156          0.291          0.701          -10.94445          -11.09836          -11.14192          -11.00431          -11.09697          -11.23602          1.12441          0.32538          0.11404          0.21966          -1.00000          -1.00000          0.95852          9
100852          0.3815          0.2395          0.5780          0.0100          1.0578          0.4270          0.3854          3.44796e+00          18          1          0.000          9.90000e+01          1.58969e-03          28.214          29.202          27.092          26.905          26.708          27.311          1.922          0.512          0.223          0.335          0.565          1.252          -12.75950          -14.26789          -14.55972          -14.81995          -15.00581          -15.19435          -1.00000          0.26348          -1.00000          -1.00000          -1.00000          -1.00000          0.45321          9
177404          0.4007          0.3173          0.5490          0.1398          1.3509          0.5553          0.4822          1.66726e+00          1          1          0.000          9.90000e+01          2.66469e-03          98.953          29.760          27.246          26.809          26.491          25.883          2.801          0.785          0.265          0.305          0.450          0.980          -12.62464          -14.36012          -14.91863          -15.33885          -15.61276          -15.87674          -1.00000          0.32517          -1.00000          -1.00000          -1.00000          -1.00000          0.41514          1
145295          1.029          0.8318          1.2747          0.0100          2.0000          1.4772          1.7292          1.10484e-01          63          1          0.000          9.90000e+01          5.87714e-02          27.249          26.853          26.408          25.849          25.245          25.086          0.659          0.196          0.122          0.146          0.160          0.313          -17.58797          -18.29735          -18.66516          -18.78229          -18.89544          -19.01735          0.03064          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.10407          11
416227          0.1494          0.1231          0.2310          0.0100          0.3724          0.2009          0.1750          5.21700e+01          100          1          0.000          9.90000e+01          5.17616e-05          26.622          26.804          26.810          26.949          26.780          29.843          0.563          0.189          0.153          0.276          0.491          1.100          -12.27897          -12.36246          -12.13142          -11.25626          -11.19762          -11.22987          0.79929          0.49511          0.10483          -1.00000          -1.00000          -1.00000          1.75200          9
403252          0.1004          0.0100          0.6714          0.0100          2.0000          0.5635          0.5164          7.70802e-01          13          1          0.000          9.90000e+01          8.39219e-05          30.134          27.874          27.418          26.818          26.365          26.150          1.833          0.518          0.260          0.324          0.380          0.720          -9.15703          -10.40615          -11.17236          -11.58057          -11.87201          -12.15288          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.22872          11
162772          2          0.0100          2.0000          0.0100          2.0000          1.0334          0.1109          3.58288e-01          57          1          0.000          9.90000e+01          3.42324e-01          28.273          27.415          26.874          26.550          26.210          25.559          0.906          0.258          0.173          0.228          0.331          0.630          -19.43504          -20.18649          -20.56553          -20.69411          -20.80831          -20.92689          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.68804          11
144558          1.47          0.0100          1.8085          0.0100          2.0000          0.7886          0.6144          1.83333e-01          74          1          0.000          9.90000e+01          9.15702e-02          27.729          27.527          26.903          26.323          26.221          25.605          1.551          0.396          0.180          0.217          0.250          0.576          -18.27808          -18.88791          -19.16939          -19.28445          -19.34714          -19.39784          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.05947          11
350141          0.4597          0.4259          0.4887          0.2373          0.5314          0.4446          0.4453          1.21321e+00          60          1          0.000          9.90000e+01          1.56189e-02          26.391          25.917          24.898          24.594          24.497          24.002          0.415          0.078          0.030          0.042          0.072          0.186          -16.20390          -16.93241          -17.49224          -17.31764          -17.66089          -17.78408          0.66815          0.31233          0.10661          0.61262          0.91260          1.13737          0.45183          0
361626          0          0.0000          2.0000          0.0000          2.0000          -99.9000          0.0000          1.00000e+09          -99          -999          -999.000          9.90000e+01          0.00000e+00          98.953          27.558          27.066          26.133          26.104          99.027          1.335          0.333          0.163          0.215          0.386          0.914          -999.00000          -999.00000          1026.06571          1025.13262          -999.00000          -999.00000          -1.00000          -1.00000          0.00000          0.00000          -1.00000          -1.00000          0.59106          0
372641          0.7377          0.0853          0.8470          0.0100          2.0000          0.3746          0.0918          6.01843e+00          93          1          0.000          9.90000e+01          4.66089e-03          27.955          27.539          27.281          26.403          26.278          27.642          1.138          0.367          0.208          0.226          0.374          0.882          -15.51457          -15.93764          -16.13331          -16.07163          -16.12977          -16.23398          0.21441          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.70435          1
386191          0.8182          0.7130          0.9493          0.0486          2.0000          0.9526          0.8264          3.45287e-01          76          1          0.000          9.90000e+01          2.28088e-02          26.615          26.808          26.385          25.677          25.357          25.381          0.599          0.179          0.110          0.107          0.157          0.404          -16.83452          -17.50287          -17.75759          -17.77036          -17.86940          -17.99667          0.41297          0.05302          -1.00000          -1.00000          -1.00000          -1.00000          0.87095          1
72575          1.426          0.9265          1.5333          0.6915          2.0000          1.3297          1.3770          9.00293e-01          48          1          0.000          9.90000e+01          3.06672e-01          26.281          26.005          25.998          25.592          25.267          24.869          0.363          0.097          0.076          0.111          0.179          0.320          -19.00088          -19.78449          -20.29177          -20.53877          -20.72021          -20.90874          0.26192          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.40336          9
9445          0.4304          0.2538          0.4741          0.0392          0.5707          0.3543          0.4122          7.15427e-01          38          1          0.000          9.90000e+01          1.43975e-02          27.431          26.475          25.261          24.866          24.587          24.186          1.074          0.142          0.041          0.052          0.079          0.208          -15.46990          -16.41841          -16.97143          -17.21466          -17.56305          -17.77881          0.59167          0.35892          0.11329          0.57998          0.88063          1.10468          0.37306          8
179443          0.3705          0.3361          0.3989          0.1513          0.4727          0.3312          0.3547          2.77939e+01          18          1          0.000          9.90000e+01          2.08291e-03          31.424          28.323          26.629          26.159          26.163          27.520          1.380          0.301          0.125          0.194          0.326          0.817          -13.05290          -14.63822          -14.85312          -15.11336          -15.29922          -15.48775          -1.00000          0.23570          -1.00000          -1.00000          -1.00000          -1.00000          0.40321          0
18336          0.4521          0.0100          0.6840          0.0100          2.0000          0.5016          0.5373          8.24896e-01          48          1          0.000          9.90000e+01          5.25127e-03          27.190          27.413          26.496          26.018          25.894          25.203          1.346          0.296          0.115          0.146          0.218          0.477          -14.54579          -15.39436          -15.87574          -16.02641          -16.30418          -16.49271          0.66815          0.31233          -1.00000          0.61262          -1.00000          -1.00000          0.47381          11
296592          0.753          0.4028          0.9771          0.0100          2.0000          0.8785          0.7285          6.60180e-01          41          1          0.000          9.90000e+01          7.86816e-03          28.455          28.865          27.924          26.635          26.662          26.003          3.107          1.117          0.432          0.321          0.400          0.871          -15.21257          -16.09778          -16.51609          -16.59861          -16.71554          -16.84414          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.83896          11
226566          0.3578          0.0943          0.6573          0.0100          2.0000          0.7114          0.3990          8.74119e-01          27          1          0.000          9.90000e+01          2.13945e-03          27.096          28.456          27.234          26.779          26.109          26.208          1.474          0.439          0.233          0.267          0.311          0.688          -12.82755          -13.93931          -14.68849          -15.09533          -15.39311          -15.67998          -1.00000          0.18569          -1.00000          -1.00000          -1.00000          -1.00000          1.03679          11
315788          1.832          0.8925          2.0000          0.0100          2.0000          1.1696          1.0973          3.53954e-01          21          1          0.000          9.90000e+01          8.64202e-01          28.014          28.198          27.285          26.721          25.842          25.268          1.500          0.452          0.244          0.260          0.251          0.463          -19.66184          -20.80832          -21.40055          -21.65954          -21.84317          -22.02915          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.17358          11
38768          0.6446          0.6069          0.7054          0.0496          0.9319          0.6473          0.6462          3.03163e-01          63          1          0.000          9.90000e+01          3.36283e-02          26.590          26.103          25.330          24.732          24.533          24.454          0.606          0.102          0.045          0.046          0.076          0.187          -16.99255          -17.68487          -18.02608          -18.14321          -18.25636          -18.37827          0.13172          0.13990          0.08023          0.65117          1.00729          1.26191          0.68651          1
124688          0.6321          0.0111          0.9519          0.0100          2.0000          0.7536          0.6116          4.07709e-01          43          1          0.000          9.90000e+01          4.03950e-03          29.108          28.972          27.757          26.857          26.989          26.257          3.211          1.073          0.449          0.347          0.472          0.956          -14.48941          -15.37046          -15.79278          -15.87246          -15.99675          -16.13542          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.74508          11
379937          0.5277          0.0100          0.9043          0.0100          2.0000          0.5310          0.2333          3.46676e-01          66          1          0.000          9.90000e+01          2.48992e-03          27.728          28.330          27.340          26.923          26.863          27.015          2.183          0.597          0.296          0.274          0.435          0.994          -14.25198          -14.96138          -15.24340          -15.35968          -15.44899          -15.53634          0.60896          0.15112          -1.00000          -1.00000          -1.00000          -1.00000          0.78126          11
31419          0.6344          0.5924          0.6807          0.1472          0.7690          0.6216          0.6219          1.83157e+00          66          1          0.000          9.90000e+01          2.91775e-02          27.129          26.156          25.357          24.746          24.698          24.640          0.598          0.106          0.045          0.050          0.086          0.217          -16.90378          -17.62487          -17.77803          -17.89430          -17.98362          -18.07096          0.17032          0.12376          0.07808          0.63912          0.99505          1.24968          0.64296          0
248855          0.8938          0.5799          1.1392          0.3094          1.8240          0.8915          0.9091          2.47191e+00          3          1          0.000          9.90000e+01          4.29701e-02          29.409          29.998          27.393          26.758          26.054          25.410          2.921          0.645          0.281          0.336          0.319          0.495          -15.91027          -17.31676          -18.03127          -18.38059          -18.59989          -18.81596          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.97201          9
72982          1.271          0.0100          2.0000          0.0100          2.0000          0.9808          0.4947          2.00310e-01          71          1          0.000          9.90000e+01          5.30707e-02          98.953          27.828          26.985          26.531          26.111          25.671          1.614          0.399          0.218          0.231          0.335          0.500          -17.65021          -18.27322          -18.56662          -18.68817          -18.76041          -18.82313          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.40744          11
258954          0.3734          0.2444          0.5026          0.0100          2.0000          0.3801          0.3687          1.14984e+00          60          1          0.000          9.90000e+01          1.42818e-03          98.953          27.895          26.778          26.824          26.441          25.702          1.493          0.344          0.149          0.240          0.369          0.999          -13.61231          -14.43516          -14.69220          -14.75338          -14.86085          -14.98405          -1.00000          0.23570          -1.00000          -1.00000          -1.00000          -1.00000          0.36229          1
197960          0.8429          0.5401          1.0175          0.0100          2.0000          0.9573          0.7575          1.74070e-01          67          1          0.000          9.90000e+01          1.84487e-02          28.344          27.437          26.960          26.195          25.890          25.693          1.880          0.437          0.171          0.169          0.275          0.620          -16.36818          -17.06928          -17.39669          -17.53172          -17.62328          -17.71109          0.49362          0.02867          -1.00000          -1.00000          -1.00000          -1.00000          0.64388          11
196425          1.028          0.0100          2.0000          0.0100          2.0000          1.0485          1.7849          2.49142e-02          80          1          0.000          9.90000e+01          2.42230e-02          27.834          27.611          27.024          26.578          26.072          25.957          1.926          0.456          0.203          0.244          0.416          0.950          -16.85533          -17.44763          -17.72339          -17.83996          -17.90505          -17.96006          0.03064          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.60419          11
161591          0.7796          0.0100          2.0000          0.0100          2.0000          0.7317          0.0714          6.61324e-01          97          1          0.000          9.90000e+01          2.18938e-03          27.308          27.537          27.602          26.994          27.107          28.008          1.297          0.459          0.356          0.522          0.819          1.432          -15.35115          -15.46277          -15.48655          -15.29057          -15.30296          -15.41967          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.62742          11
83662          0.07225          0.0481          0.1451          0.0100          0.2147          0.0969          0.0627          1.93088e-01          28          1          0.000          9.90000e+01          4.84479e-04          26.225          24.975          24.354          24.014          23.844          23.720          0.292          0.036          0.019          0.025          0.043          0.113          -11.62588          -12.72857          -13.29818          -13.55026          -13.70677          -13.88929          1.08416          0.36564          0.13376          0.19551          0.06849          0.19626          0.16471          8
181377          0.3903          0.3016          0.4462          0.0100          0.5571          0.3533          0.3915          4.32218e-01          89          1          0.000          9.90000e+01          6.06977e-03          26.037          25.793          25.194          25.106          24.970          24.861          0.348          0.080          0.039          0.062          0.114          0.306          -15.63910          -16.11157          -16.28440          -16.34551          -16.41367          -16.50447          0.44384          0.29065          0.04100          -1.00000          -1.00000          -1.00000          0.43842          0
30484          0.5863          0.4785          0.7060          0.2288          1.0294          0.6264          0.5723          5.07507e-02          27          1          0.000          9.90000e+01          2.63576e-02          27.967          27.541          26.330          25.486          25.129          24.774          1.537          0.286          0.101          0.092          0.142          0.325          -15.55020          -16.67101          -17.41500          -17.82184          -18.11962          -18.40649          0.35890          0.02670          -1.00000          -1.00000          -1.00000          -1.00000          0.62774          9
103194          0.4542          0.4469          0.4632          0.4287          0.4778          0.4543          0.4533          3.00563e+01          68          1          0.000          9.90000e+01          1.15356e-01          24.086          23.685          22.787          22.476          22.370          22.041          0.057          0.014          0.009          0.010          0.013          0.025          -18.29050          -19.00971          -19.43218          -19.46751          -19.70270          -19.84998          0.66815          0.31233          0.10661          0.61262          0.91260          1.13737          0.48995          0
