# Creation date: Thu Apr 17 19:05:09 2025
####################################### 
# PHOTOMETRIC REDSHIFT with OPTIONS   # 
# Config file            : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/config_file.para
# CAT_IN                 : /home/hallouin/Documents/thall_2025/lephare/simulation_catalogs/buzzard_base/Shuffle_Buzzard_training_file.dat
# CAT_OUT                : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/TRAINING_CAT_5000.out
# CAT_LINES              : 1 5000
# PARA_OUT               : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/output.para
# INP_TYPE               : M
# CAT_FMT[0:MEME 1:MMEE] : 1
# CAT_MAG                : AB
# ZPHOTLIB               : buzzard_mags 
# FIR_LIB                : 
# FIR_LMIN               : 7.000000
# FIR_CONT               : -1.000000
# FIR_SCALE              : -1.000000
# FIR_FREESCALE          : YES
# FIR_SUBSTELLAR         : NO
# ERR_SCALE              : 0.000000 
# ERR_FACTOR             : 1.500000 
# GLB_CONTEXT            : 0
# FORB_CONTEXT           : -1
# DZ_WIN                 : 1.000000
# MIN_THRES              : 0.020000
# MAG_ABS                : -24.000000 -5.000000
# MAG_ABS_AGN            : -30.000000 -10.000000
# MAG_REF                : 3
# NZ_PRIOR               : -1 -2
# Z_INTERP               : YES
# Z_METHOD               : BEST
# PROB_INTZ              : 0.000000 
# MABS_METHOD            : 1
# MABS_CONTEXT           : 33556478 
# MABS_REF               : 11 
# AUTO_ADAPT             : YES
# ADAPT_BAND             : 5
# ADAPT_LIM              : 1.500000 23.000000
# ADAPT_ZBIN             : 0.010000 6.000000
# ZFIX                   : NO
# SPEC_OUT               : save_spec
# CHI_OUT                : NO
# PDZ_OUT                : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/TRAINING_PDZ_5000
####################################### 
# Offsets from auto-adapt: 0.046692,-0.000184,-0.002211,0.003683,0.006042,-0.026768,
# Format: 
# IDENT 1 Z_BEST 2 Z_BEST68_LOW 3 Z_BEST68_HIGH 4 Z_BEST99_LOW 5 Z_BEST99_HIGH 6 Z_MED 7 Z_MODE 8 CHI_BEST 9 MOD_BEST 10 EXTLAW_BEST 11 EBV_BEST 12 PDZ_BEST 13 SCALE_BEST 14 MAG_OBS()15-20 ERR_MAG_OBS()21-26 MAG_ABS()27-32 EMAG_ABS()33-38 ZSPEC 39
# Format topcat: 
# IDENT  Z_BEST  Z_BEST68_LOW  Z_BEST68_HIGH  Z_BEST99_LOW  Z_BEST99_HIGH  Z_MED  Z_MODE  CHI_BEST  MOD_BEST  EXTLAW_BEST  EBV_BEST  PDZ_BEST  SCALE_BEST  MAG_OBS0  MAG_OBS1  MAG_OBS2  MAG_OBS3  MAG_OBS4  MAG_OBS5  ERR_MAG_OBS0  ERR_MAG_OBS1  ERR_MAG_OBS2  ERR_MAG_OBS3  ERR_MAG_OBS4  ERR_MAG_OBS5  MAG_ABS0  MAG_ABS1  MAG_ABS2  MAG_ABS3  MAG_ABS4  MAG_ABS5  EMAG_ABS0  EMAG_ABS1  EMAG_ABS2  EMAG_ABS3  EMAG_ABS4  EMAG_ABS5  ZSPEC  PDZ_FLAG
190096          0.1798          0.0100          0.3293          0.0100          0.9965          0.3369          0.2103          9.27473e-01          28          1          0.000          9.90000e+01          5.94787e-04          28.373          27.155          26.350          25.891          25.903          25.217          1.185          0.247          0.105          0.131          0.220          0.521          -11.87246          -12.93231          -13.57158          -13.64503          -13.93633          -14.11884          0.64604          0.40472          0.04976          0.06126          -1.00000          -1.00000          0.55795          9
2099          0.1849          0.1775          0.1915          0.1496          0.2004          0.1829          0.1820          3.09646e+00          64          1          0.000          9.90000e+01          1.84133e-02          23.680          22.897          22.390          22.131          22.070          22.035          0.039          0.010          0.008          0.009          0.011          0.025          -16.39127          -17.07439          -17.41472          -17.52958          -17.58141          -17.66978          0.59429          0.37461          0.03275          0.08689          0.12312          0.37774          0.18894          0
291192          0.314          0.1969          0.3816          0.0253          0.5728          0.3210          0.3220          1.08704e+01          3          1          0.000          9.90000e+01          2.73680e-03          30.526          26.980          26.456          25.792          25.712          25.954          1.205          0.251          0.120          0.118          0.201          0.494          -13.83911          -14.32950          -14.93631          -15.39078          -15.61008          -15.82615          0.08266          0.06135          0.08788          -1.00000          -1.00000          -1.00000          0.74059          0
218856          0.339          0.1743          0.3709          0.0100          0.8176          0.2429          0.2183          2.14696e+01          93          1          0.000          9.90000e+01          1.11834e-03          26.874          27.198          26.544          25.976          25.664          27.460          0.670          0.192          0.125          0.149          0.232          0.596          -13.83443          -14.39041          -15.16682          -14.52190          -14.58004          -14.68425          0.15631          0.12657          0.06725          -1.00000          -1.00000          -1.00000          0.91059          9
382548          0.8572          0.7933          0.8850          0.7339          0.9249          0.8428          0.8467          4.32365e-01          55          1          0.000          9.90000e+01          1.62935e-01          26.062          25.509          24.814          23.964          23.595          23.502          0.285          0.061          0.028          0.024          0.034          0.085          -18.64783          -19.40442          -19.76507          -19.87279          -19.98636          -20.10758          0.52385          0.03254          0.54757          1.17358          1.51625          1.76519          0.83145          8
91880          0.3617          0.3505          0.3813          0.3071          0.4110          0.3698          0.3694          2.61079e+00          15          1          0.000          9.90000e+01          3.88643e-02          26.460          25.302          23.878          23.379          23.022          22.956          0.565          0.048          0.014          0.016          0.021          0.053          -16.07977          -17.32597          -17.99909          -18.22436          -18.43280          -18.64113          0.30980          0.21161          0.04100          0.22637          0.56578          0.82040          0.37014          0
154050          1.98          0.0100          2.0000          0.0100          2.0000          0.5190          0.0965          1.60382e+00          41          1          0.000          9.90000e+01          4.94356e-01          29.312          27.413          27.020          26.832          26.202          25.462          1.283          0.361          0.214          0.283          0.411          0.748          -19.70799          -20.59319          -21.01151          -21.09403          -21.21096          -21.33956          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.31988          11
363564          0.6431          0.5969          0.6551          0.5685          0.6822          0.6340          0.6420          1.36591e+00          24          1          0.000          9.90000e+01          2.00528e-01          26.580          25.579          24.166          23.214          22.894          22.679          0.627          0.066          0.017          0.014          0.019          0.042          -18.09394          -19.23279          -19.79718          -20.05273          -20.23646          -20.42280          0.13172          0.13990          0.08023          0.65117          1.00729          1.26191          0.61345          8
106083          0.4211          0.0186          0.5764          0.0100          2.0000          0.4115          0.4088          4.29920e-01          60          1          0.000          9.90000e+01          1.72883e-03          28.075          28.061          26.936          26.819          26.746          26.257          1.855          0.476          0.197          0.250          0.408          0.834          -13.81974          -14.48972          -14.89963          -14.96081          -15.06828          -15.19147          -1.00000          0.38401          -1.00000          -1.00000          -1.00000          -1.00000          0.52136          9
90262          0.3795          0.2892          0.4870          0.1515          0.5671          0.3698          0.3733          2.42007e+00          70          1          0.000          9.90000e+01          6.98730e-03          26.057          26.057          25.220          25.002          24.797          25.023          0.403          0.082          0.039          0.064          0.104          0.306          -15.36203          -16.03788          -16.36800          -16.47624          -16.57662          -16.68207          0.35859          0.23570          0.02652          -1.00000          -1.00000          -1.00000          0.35538          8
175709          0.3054          0.2647          0.4008          0.1588          0.5338          0.3323          0.3261          5.48120e-01          68          1          0.000          9.90000e+01          6.08357e-03          26.103          25.612          24.892          24.706          24.425          24.361          0.284          0.062          0.030          0.046          0.074          0.214          -15.13226          -15.80707          -16.16256          -16.35820          -16.49219          -16.63947          0.04694          0.02758          0.09841          0.03409          0.39050          0.64513          0.36668          8
385266          0.6355          0.5319          0.9666          0.2724          1.8148          0.8299          0.8638          7.41841e-01          29          1          0.000          9.90000e+01          3.41033e-02          26.926          27.203          26.346          25.496          25.102          24.674          1.029          0.271          0.119          0.096          0.126          0.306          -15.88382          -16.93258          -17.69938          -18.10412          -18.39462          -18.67565          0.17032          0.12376          -1.00000          -1.00000          -1.00000          -1.00000          0.86353          9
323157          1.359          1.3180          1.4021          1.2514          1.4754          1.3599          1.3588          8.63740e+00          1          1          0.000          9.90000e+01          1.67389e+00          98.953          29.156          27.300          25.217          24.528          23.412          2.963          0.867          0.226          0.069          0.071          0.087          -19.58058          -21.29717          -22.10393          -22.52415          -22.79807          -23.06204          0.10933          0.76029          1.63795          2.26489          2.59745          2.82918          1.40259          0
209636          0.8734          0.5431          1.0042          0.0100          2.0000          0.8111          0.7961          2.10907e-01          64          1          0.000          9.90000e+01          2.31458e-02          28.138          27.578          26.826          26.080          25.680          25.808          1.507          0.344          0.160          0.144          0.218          0.522          -16.63477          -17.37741          -17.65814          -17.77933          -17.87017          -17.95853          0.48422          0.04973          -1.00000          -1.00000          -1.00000          -1.00000          0.79846          3
251158          0.1726          0.0722          0.2006          0.0100          0.2523          0.1313          0.1168          2.96452e-01          50          1          0.000          9.90000e+01          2.99446e-03          25.940          24.936          24.335          24.023          23.897          23.801          0.249          0.036          0.019          0.026          0.046          0.123          -14.11840          -14.91650          -15.35242          -15.54674          -15.67012          -15.81112          0.64604          0.40472          0.04976          0.06126          0.10230          0.35692          0.20350          12
83413          0.05313          0.0425          0.1567          0.0100          0.2385          0.0911          0.0565          2.01182e+00          60          1          0.000          9.90000e+01          1.53039e-04          25.732          24.984          24.653          24.439          24.496          24.215          0.203          0.037          0.025          0.038          0.072          0.199          -11.19321          -11.91535          -12.26906          -12.25677          -12.52685          -12.65005          1.16894          0.28085          0.09616          0.24348          0.10557          0.17063          0.15393          8
258247          0.3669          0.3598          0.3726          0.3493          0.3930          0.3675          0.3681          3.10521e+00          30          1          0.000          9.90000e+01          1.27393e-01          24.593          23.659          22.516          22.093          21.770          21.631          0.087          0.014          0.008          0.009          0.010          0.018          -17.73084          -18.70310          -19.28620          -19.57848          -19.79445          -20.01309          0.30980          0.21161          0.04100          0.22637          0.56578          0.82040          0.35940          0
202447          0.5939          0.4711          0.7256          0.0100          1.0551          0.5539          0.6026          3.28105e+00          46          1          0.000          9.90000e+01          6.19535e-03          27.972          28.093          26.992          26.151          26.493          25.450          1.898          0.446          0.187          0.173          0.275          0.621          -14.96738          -16.03219          -16.24432          -16.33621          -16.46026          -16.59667          0.32122          0.04472          -1.00000          -1.00000          -1.00000          -1.00000          0.69659          9
18004          0.4112          0.4085          0.4125          0.2580          0.4242          0.4084          0.4102          2.70045e+01          26          1          0.000          9.90000e+01          2.40565e-01          24.770          23.665          22.316          21.798          21.510          21.220          0.093          0.014          0.008          0.008          0.009          0.014          -18.15852          -19.29939          -19.88994          -20.27630          -20.50867          -20.73969          0.51649          0.36506          0.10454          0.52732          0.81983          1.05319          0.46932          4
187361          0.4689          0.0100          0.6212          0.0100          2.0000          0.4086          0.1922          2.92670e+00          93          1          0.000          9.90000e+01          1.15490e-03          28.137          28.115          27.086          26.890          27.751          26.874          1.430          0.485          0.263          0.375          0.645          1.135          -14.03715          -14.42282          -14.61850          -14.55681          -14.61495          -14.71916          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.51907          11
415806          0.9471          0.0100          2.0000          0.0100          2.0000          0.9527          0.6367          4.20184e-01          64          1          0.000          9.90000e+01          1.75112e-02          27.176          28.185          27.368          26.725          26.355          25.847          1.522          0.468          0.297          0.367          0.498          0.983          -16.32991          -17.02016          -17.35525          -17.47644          -17.56727          -17.65564          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.73116          11
311419          1.268          1.0088          1.3353          0.8178          2.0000          1.6592          1.7804          5.63527e-01          63          1          0.000          9.90000e+01          1.82784e-01          26.244          26.243          25.845          25.443          24.917          24.454          0.370          0.104          0.070          0.094          0.117          0.272          -18.81320          -19.53999          -19.90780          -20.02492          -20.13808          -20.25999          0.12493          0.47395          1.35160          1.97855          2.31111          2.54284          1.07016          9
178199          0.3922          0.3274          0.4432          0.0100          0.5137          0.3525          0.3873          3.54232e+00          74          1          0.000          9.90000e+01          6.41273e-03          27.204          26.121          25.297          25.191          25.084          24.910          0.527          0.100          0.043          0.068          0.121          0.328          -15.40147          -16.04414          -16.18171          -16.39767          -16.46036          -16.51106          0.44384          0.29065          0.04100          -1.00000          -1.00000          -1.00000          0.42612          0
272872          0.3657          0.0100          0.5481          0.0100          2.0000          1.5557          2.0000          9.69642e-01          100          1          0.000          9.90000e+01          8.22347e-04          26.677          26.682          26.477          26.788          26.837          25.952          0.462          0.158          0.127          0.234          0.524          1.061          -14.48014          -14.60306          -14.46561          -14.25888          -14.20024          -14.23249          0.30980          0.21161          -1.00000          -1.00000          -1.00000          -1.00000          0.54248          11
112261          0.6891          0.0100          2.0000          0.0100          2.0000          1.0522          0.1173          3.32460e-01          84          1          0.000          9.90000e+01          5.01444e-03          27.191          27.762          27.306          26.888          26.669          26.178          1.037          0.383          0.254          0.354          0.654          1.385          -15.26941          -15.77974          -16.08025          -16.12043          -16.22760          -16.36542          0.05156          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.59161          11
391978          0.9649          0.9465          1.0024          0.9134          1.0776          0.9955          0.9965          2.15488e+00          1          1          0.000          9.90000e+01          8.87046e-01          27.859          27.541          25.247          24.091          23.143          22.632          2.106          0.336          0.039          0.027          0.023          0.041          -18.94739          -20.45990          -21.26667          -21.68689          -21.96080          -22.22478          0.19683          0.13311          0.74455          1.37871          1.70405          1.94656          0.98837          0
124177          0.7521          0.6613          0.8832          0.0422          1.0736          0.7637          0.7406          2.68787e+00          89          1          0.000          9.90000e+01          1.46883e-02          26.403          26.498          26.274          25.608          25.792          25.692          0.514          0.153          0.098          0.117          0.206          0.555          -16.58714          -16.87436          -17.27489          -17.30501          -17.37317          -17.46397          0.27070          0.11555          -1.00000          -1.00000          -1.00000          -1.00000          0.73943          1
321551          1.522          1.3312          1.7204          0.0640          2.0000          1.1936          1.3342          8.67143e-01          32          1          0.000          9.90000e+01          3.94173e-01          29.146          27.539          26.834          26.052          25.623          24.711          1.344          0.306          0.159          0.159          0.202          0.312          -19.18381          -20.17090          -20.66275          -20.82874          -20.97619          -21.13084          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.33971          1
282077          0.7088          0.6999          0.7165          0.6863          0.7338          0.7089          0.7091          1.79530e+01          45          1          0.000          9.90000e+01          3.31036e-01          24.841          24.425          23.585          22.800          22.496          22.227          0.113          0.023          0.012          0.011          0.014          0.030          -19.11565          -19.97229          -20.51293          -20.72627          -20.86997          -21.01427          0.11395          0.20662          0.14151          0.74641          1.10249          1.35712          0.64631          0
29134          0.7273          0.6744          0.7898          0.4688          0.9224          0.7234          0.7259          1.03589e+00          43          1          0.000          9.90000e+01          4.50438e-02          27.296          26.842          25.745          24.828          24.502          24.563          1.355          0.226          0.061          0.053          0.082          0.194          -17.11481          -18.04327          -18.29232          -18.37200          -18.49629          -18.63496          0.18050          0.16771          0.16993          0.78428          1.13992          1.39454          0.60810          4
360935          0.1171          0.0295          0.2356          0.0100          2.0000          1.3281          0.0670          7.49614e-01          99          1          0.000          9.90000e+01          6.26558e-05          26.924          26.866          26.948          26.644          27.392          26.667          0.579          0.208          0.163          0.279          0.614          1.406          -11.65347          -11.70255          -11.88678          -11.45168          -11.43309          -11.53383          0.93829          0.51150          0.16229          -1.00000          -1.00000          -1.00000          0.57797          11
77998          1.8          0.9721          2.0000          0.0100          2.0000          1.5017          1.7744          2.59469e-01          29          1          0.000          9.90000e+01          1.34604e+00          26.321          26.198          25.969          25.746          25.415          24.979          0.361          0.101          0.075          0.111          0.180          0.341          -19.86638          -20.95866          -21.69003          -22.09477          -22.38527          -22.66630          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.63677          11
295600          0.2197          0.1184          0.3447          0.0100          0.4014          0.3002          0.2182          2.70319e+01          99          1          0.000          9.90000e+01          1.37333e-04          27.240          27.517          27.018          26.250          26.563          29.041          0.999          0.331          0.213          0.215          0.335          0.848          -12.52615          -12.98124          -13.69867          -12.30371          -12.28512          -12.38586          -1.00000          0.28237          0.02115          -1.00000          -1.00000          -1.00000          0.84258          9
35876          0.1483          0.0300          0.3750          0.0300          2.0000          0.8635          0.1462          3.91335e+01          100          1          0.000          9.90000e+01          7.11111e-06          29.428          28.242          27.307          26.769          26.412          31.059          1.705          0.477          0.249          0.278          0.467          1.043          -9.34127          -11.85079          -12.29571          -9.10108          -9.04244          -9.07469          -1.00000          0.49511          0.10483          -1.00000          -1.00000          -1.00000          0.67401          11
152357          1.713          0.6504          2.0000          0.0100          2.0000          1.2133          0.9893          4.83881e-02          33          1          0.000          9.90000e+01          3.76913e-01          27.776          27.675          27.111          26.496          25.966          25.658          1.706          0.426          0.219          0.224          0.229          0.391          -19.05378          -20.01530          -20.53287          -20.76915          -20.93281          -21.09819          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.26579          11
344141          0.4474          0.1871          0.6405          0.0100          1.4256          0.4538          0.4319          5.86778e-01          18          1          0.000          9.90000e+01          5.27800e-03          29.051          28.349          26.651          26.056          25.885          25.175          3.541          0.612          0.154          0.175          0.261          0.613          -14.06240          -15.27844          -15.76318          -16.02341          -16.30871          -16.49725          -1.00000          0.33701          0.11120          0.59576          -1.00000          -1.00000          0.40859          9
302678          0.7349          0.4415          0.9563          0.0100          2.0000          0.7392          0.6796          1.06862e+00          41          1          0.000          9.90000e+01          5.46629e-03          30.444          28.527          28.160          26.917          26.900          27.137          2.494          0.768          0.363          0.352          0.462          1.030          -14.81712          -15.70232          -16.12064          -16.20316          -16.32009          -16.44869          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.92287          11
330173          1.304          1.2068          1.6054          0.7467          2.0000          1.3634          1.3056          5.81306e-01          35          1          0.000          9.90000e+01          3.09433e-01          27.362          26.842          26.303          25.684          25.118          24.295          0.744          0.169          0.098          0.119          0.124          0.233          -18.75814          -19.90635          -20.45537          -20.71132          -20.91305          -21.11863          0.01384          0.59208          1.46973          2.09668          2.42924          2.66097          1.77399          13
324398          1.436          1.1836          1.7282          0.0100          2.0000          1.4387          1.5177          2.58400e-01          60          1          0.000          9.90000e+01          1.47222e-01          27.133          26.703          26.540          26.101          25.748          24.933          0.547          0.153          0.120          0.165          0.257          0.435          -18.63037          -19.36744          -19.72518          -19.78636          -19.89383          -20.01703          0.28237          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.44690          9
348932          0.5468          0.1642          0.5769          0.0306          0.6533          0.2922          0.2174          1.46507e+00          46          1          0.000          9.90000e+01          1.94733e-02          28.100          26.546          25.428          24.887          24.732          24.634          0.995          0.150          0.045          0.056          0.088          0.221          -16.20800          -17.07095          -17.37358          -17.46547          -17.58952          -17.72593          0.52202          0.09038          0.05737          0.59844          0.91915          1.17378          0.44510          9
419555          1.5          1.3317          1.5742          0.9518          1.7733          1.4583          1.4880          3.00110e-01          60          1          0.000          9.90000e+01          4.90822e-01          25.839          25.582          25.326          24.912          24.625          23.994          0.242          0.060          0.042          0.056          0.082          0.145          -19.97893          -20.70107          -21.05881          -21.11999          -21.22746          -21.35066          0.22780          1.22199          2.09964          2.72659          3.05915          3.29088          1.35198          8
206879          1.482          0.5696          1.7570          0.0100          2.0000          1.0631          0.8782          9.29727e-04          24          1          0.000          9.90000e+01          2.68625e-01          98.953          28.486          27.834          26.764          26.148          25.458          2.992          0.958          0.309          0.219          0.311          0.701          -18.40356          -19.54611          -20.13563          -20.39118          -20.57490          -20.76125          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.75414          11
71463          0.7566          0.6059          0.9494          0.0100          2.0000          0.9367          0.7194          1.16316e+00          87          1          0.000          9.90000e+01          1.19050e-02          27.162          26.940          26.661          26.001          26.054          25.596          0.782          0.202          0.135          0.166          0.231          0.378          -16.23684          -16.63390          -17.00641          -17.07504          -17.13694          -17.20437          0.27070          0.11555          -1.00000          -1.00000          -1.00000          -1.00000          1.35548          11
222163          0.9534          0.8863          0.9981          0.8354          1.0690          0.9581          0.9606          1.51938e+00          2          1          0.000          9.90000e+01          3.52330e-01          29.419          28.259          25.970          24.869          23.879          23.544          2.482          0.544          0.076          0.052          0.044          0.087          -18.11001          -19.51294          -20.25045          -20.61859          -20.85171          -21.08023          0.22815          0.14433          0.73333          1.36792          1.69283          1.93665          0.96805          8
211346          0.6798          0.5602          0.8107          0.0100          1.1255          0.5300          0.6322          1.44193e+00          74          1          0.000          9.90000e+01          9.36284e-03          28.312          27.324          26.744          26.063          26.029          26.405          0.783          0.247          0.153          0.155          0.249          0.659          -15.78692          -16.48850          -16.69353          -16.80859          -16.87127          -16.92197          0.03824          0.20652          -1.00000          -1.00000          -1.00000          -1.00000          0.80734          1
304757          0.0873          0.0100          0.2849          0.0100          2.0000          0.4989          0.0741          8.78876e-01          76          1          0.000          9.90000e+01          4.51519e-05          28.275          27.359          27.191          26.557          26.799          26.915          1.172          0.365          0.236          0.288          0.432          1.022          -10.08552          -10.68846          -10.89826          -11.01180          -11.11083          -11.23810          -1.00000          -1.00000          0.16880          -1.00000          -1.00000          -1.00000          0.93805          11
307937          0.8903          0.5932          1.0026          0.0100          2.0000          0.8813          0.8385          6.11051e-01          67          1          0.000          9.90000e+01          3.26294e-02          27.106          27.174          26.491          25.802          25.388          25.495          0.869          0.233          0.121          0.126          0.153          0.368          -17.00481          -17.72541          -18.01579          -18.15082          -18.24238          -18.33020          0.41788          0.08588          -1.00000          -1.00000          -1.00000          -1.00000          1.00386          9
343795          0.3288          0.0100          0.5245          0.0100          0.7989          0.3220          0.3143          2.25032e-01          60          1          0.000          9.90000e+01          1.41801e-03          28.447          27.374          26.530          26.425          26.052          26.213          1.196          0.276          0.130          0.211          0.353          0.910          -13.62084          -14.35044          -14.68444          -14.74563          -14.85309          -14.97629          0.11921          0.09396          -1.00000          -1.00000          -1.00000          -1.00000          0.37320          9
245675          0.07306          0.0100          1.1139          0.0100          2.0000          0.6715          0.1107          4.28013e-02          48          1          0.000          9.90000e+01          4.27681e-05          28.394          27.528          27.036          26.671          26.514          26.188          1.224          0.391          0.266          0.341          0.491          0.918          -9.32065          -10.14560          -10.63019          -10.89988          -11.08132          -11.26985          -1.00000          -1.00000          0.13376          -1.00000          -1.00000          -1.00000          1.67599          11
310013          1.001          0.7985          1.1820          0.3303          2.0000          1.0167          0.9786          4.32398e-01          7          1          0.000          9.90000e+01          8.12332e-02          29.099          29.657          27.591          26.732          25.615          25.339          3.400          1.195          0.363          0.301          0.264          0.451          -16.61755          -18.00552          -18.71997          -19.07049          -19.29463          -19.51547          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          1.06393          13
50389          0.8875          0.8355          0.9001          0.7398          0.9257          0.8648          0.8867          7.56843e+00          41          1          0.000          9.90000e+01          2.96133e-01          25.947          25.593          24.634          23.531          23.036          22.947          0.331          0.067          0.024          0.018          0.022          0.055          -19.15941          -20.06706          -20.43409          -20.51662          -20.63354          -20.76214          0.45019          0.06595          0.62138          1.25317          1.58635          1.83315          0.87424          12
67398          1.225          1.2086          1.2462          1.1826          1.2747          1.2321          1.2331          5.82631e+00          2          1          0.000          9.90000e+01          3.50371e+00          27.815          26.620          25.009          23.680          22.878          22.023          0.836          0.135          0.033          0.020          0.019          0.025          -20.59047          -22.07660          -22.81411          -23.18225          -23.41537          -23.64389          0.25142          0.36496          1.24261          1.86956          2.20212          2.43384          1.22433          0
110055          0.6573          0.4973          0.7560          0.0100          1.1456          0.5921          0.6319          1.09424e-01          46          1          0.000          9.90000e+01          1.28570e-02          28.522          27.733          26.626          25.849          25.666          25.688          1.547          0.334          0.128          0.146          0.240          0.561          -15.76064          -16.62547          -17.03701          -17.12890          -17.25295          -17.38936          0.09273          0.15773          -1.00000          -1.00000          -1.00000          -1.00000          0.57147          1
44693          0.5918          0.0100          0.8786          0.0100          2.0000          0.5316          0.2202          1.41389e+00          60          1          0.000          9.90000e+01          2.97051e-03          29.610          28.581          27.548          26.699          27.100          27.309          2.608          0.789          0.382          0.338          0.517          1.141          -14.40744          -15.12958          -15.48732          -15.54851          -15.65597          -15.77917          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.78161          11
351792          0.4375          0.1829          0.5458          0.0100          1.1252          0.3758          0.4189          4.81789e-01          60          1          0.000          9.90000e+01          2.81339e-03          28.050          27.806          26.564          26.328          26.253          26.118          2.046          0.427          0.136          0.181          0.297          0.695          -14.34843          -15.07549          -15.36928          -15.43046          -15.59697          -15.72016          -1.00000          0.35892          0.11329          0.57998          -1.00000          -1.00000          0.45032          9
51772          0.9024          0.8772          0.9238          0.8544          0.9498          0.9059          0.9064          7.70347e-01          4          1          0.000          9.90000e+01          8.73899e-01          27.188          26.795          24.662          23.515          22.647          22.309          1.004          0.162          0.024          0.017          0.016          0.032          -19.17067          -20.57250          -21.29621          -21.65264          -21.88161          -22.10685          0.38796          0.10671          0.66082          1.29587          1.62255          1.86935          0.91006          0
364394          0.7306          0.5412          0.9903          0.0575          2.0000          0.8858          0.7538          4.35944e-01          11          1          0.000          9.90000e+01          1.35488e-02          98.953          29.499          28.325          26.834          26.552          26.174          2.778          0.767          0.306          0.297          0.459          0.969          -14.64531          -15.99353          -16.73537          -17.11521          -17.36651          -17.61208          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          -1.00000          0.61854          3
253881          0.5176          0.0100          0.6087          0.0100          0.7672          0.2909          0.2531          7.04985e-01          86          1          0.000          9.90000e+01          8.10769e-03          26.324          26.487          25.840          25.578          25.372          25.434          0.717          0.143          0.069          0.102          0.169          0.437          -15.79094          -16.27030          -16.57289          -16.64600          -16.73632          -16.84486          0.65257          0.19786          -1.00000          -1.00000          -1.00000          -1.00000          0.28515          9
106542          0.4577          0.1634          0.5743          0.0100          2.0000          0.3631          0.4243          3.17609e-01          76          1          0.000          9.90000e+01          3.26457e-03          27.149          27.331          26.436          26.190          26.210          25.708          1.155          0.307          0.128          0.173          0.306          0.584          -14.73339          -15.34388          -15.64690          -15.65967          -15.75871          -15.88598          -1.00000          0.31233          -1.00000          -1.00000          -1.00000          -1.00000          0.52167          1
367347          0.639          0.6024          0.7110          0.4606          0.8941          0.6529          0.6499          1.95543e+00          63          1          0.000          9.90000e+01          3.32280e-02          26.406          26.082          25.313          24.715          24.527          24.643          0.554          0.096          0.042          0.046          0.077          0.194          -16.97501          -17.67610          -17.81177          -17.92890          -18.04205          -18.16396          0.17032          0.12376          0.07808          0.63912          0.99505          1.24968          0.64625          8
379194          0.814          0.7802          0.8522          0.6533          0.9128          0.8180          0.8216          3.09554e+00          70          1          0.000          9.90000e+01          9.29738e-02          25.924          25.517          24.992          24.260          23.964          24.058          0.261          0.061          0.032          0.031          0.049          0.134          -18.19762          -18.89764          -19.04541          -19.16325          -19.26364          -19.36908          0.41297          0.05302          0.39980          1.01911          1.36915          1.62233          0.79219          0
107682          0.5033          0.4878          0.5214          0.4632          0.5393          0.5038          0.5031          5.38735e+00          48          1          0.000          9.90000e+01          7.96352e-02          25.091          24.722          23.913          23.395          23.148          22.958          0.143          0.030          0.014          0.016          0.024          0.055          -17.49705          -18.31578          -18.79576          -19.04276          -19.22420          -19.41273          0.69547          0.18891          0.05904          0.62948          0.92440          1.17138          0.54581          0
49040          0.8719          0.8668          0.8771          0.8287          0.8876          0.8686          0.8711          2.80914e+00          18          1          0.000          9.90000e+01          1.77883e+00          25.355          24.738          23.301          22.157          21.486          21.238          0.171          0.030          0.010          0.009          0.009          0.014          -20.39024          -21.57474          -22.19272          -22.45296          -22.63882          -22.82735          0.48422          0.04973          0.61171          1.24287          1.57773          1.82453          0.86248          0
278463          0.5366          0.2226          0.5884          0.0100          0.6809          0.3364          0.2295          1.61492e+00          95          1          0.000          9.90000e+01          1.14995e-02          25.694          25.669          25.256          25.066          25.037          25.115          0.222          0.069          0.043          0.061          0.124          0.342          -16.54334          -16.87584          -17.10761          -17.04862          -17.11635          -17.23423          0.56515          0.12274          -1.00000          -1.00000          -1.00000          -1.00000          0.60665          9
