IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_BEST99_LOW,Z_BEST99_HIGH,Z_MED,Z_MODE,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,PDZ_BEST,SCALE_BEST,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,ERR_MAG_OBS0,ERR_MAG_OBS1,ERR_MAG_OBS2,ERR_MAG_OBS3,ERR_MAG_OBS4,ERR_MAG_OBS5,MAG_ABS0,MAG_ABS1,MAG_ABS2,MAG_ABS3,MAG_ABS4,MAG_ABS5,EMAG_ABS0,EMAG_ABS1,EMAG_ABS2,EMAG_ABS3,EMAG_ABS4,EMAG_ABS5,ZSPEC,PDZ_FLAG
239489.0,2.0,0.0467,2.0,0.01,2.0,1.3923,2.0,4.67588,71,0,0.0,99.0,0.340869,28.519,26.767,26.611,26.239,25.749,25.261,0.739,0.189,0.129,0.155,0.224,0.35,-19.66954,-20.29255,-20.58595,-20.70751,-20.77975,-20.84247,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.39588,26
239939.0,2.0,1.0241,2.0,0.01,2.0,1.2086,2.0,0.942508,44,0,0.0,99.0,0.580903,26.901,27.507,26.72,26.526,25.965,25.496,0.821,0.226,0.172,0.214,0.303,0.448,-19.8851,-20.76559,-21.18646,-21.26758,-21.38951,-21.525,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.41419,22
240158.0,2.0,1.0245,2.0,0.01,2.0,1.29,2.0,0.312518,27,0,0.0,99.0,1.25748,27.03,26.951,26.56,26.5,25.966,25.695,0.656,0.18,0.14,0.196,0.304,0.497,-19.75054,-20.87035,-21.61148,-22.01833,-22.3161,-22.60297,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.42013,31
240194.0,2.0,1.0971,2.0,0.01,2.0,1.4448,2.0,0.385446,17,0,0.0,99.0,1.67381,27.14,26.792,26.474,26.238,25.822,25.115,0.747,0.188,0.125,0.151,0.232,0.362,-20.20247,-21.40732,-22.05398,-22.3659,-22.56949,-22.77287,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.442,15
240246.0,2.0,0.01,2.0,0.01,2.0,1.2499,0.0709,1.94005,75,0,0.0,99.0,0.228098,28.541,27.165,26.93,26.65,26.083,25.721,0.819,0.227,0.172,0.221,0.323,0.488,-19.27047,-19.88008,-20.1631,-20.27484,-20.33986,-20.39474,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.42928,30
240284.0,2.0,1.4154,2.0,0.0328,2.0,1.6832,2.0,18.0662,45,0,0.0,99.0,1.53759,27.356,25.879,25.71,25.294,24.902,24.187,0.364,0.086,0.061,0.075,0.11,0.17,-21.04687,-21.90256,-22.36395,-22.5773,-22.72099,-22.86529,0.65712,2.10691,2.98457,3.61152,3.94407,4.1758,1.42456,1
240321.0,2.0,1.0219,2.0,0.01,2.0,1.2822,1.2036,0.151973,16,0,0.0,99.0,2.00642,27.977,27.596,26.861,26.433,25.696,25.109,1.549,0.345,0.178,0.18,0.267,0.391,-20.41633,-21.633,-22.26915,-22.56507,-22.76554,-22.96635,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.44508,27
240773.0,2.0,1.0155,2.0,0.01,2.0,1.3961,1.9913,0.497142,17,0,0.0,99.0,1.33999,27.342,26.927,26.771,26.558,25.918,25.257,0.693,0.195,0.152,0.214,0.339,0.561,-19.96096,-21.16581,-21.81246,-22.12438,-22.32797,-22.53136,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.43394,31
241008.0,2.0,1.7974,2.0,0.01,2.0,1.6808,2.0,1.53409,71,0,0.0,99.0,0.560245,27.746,26.511,26.082,25.601,25.215,24.93,0.592,0.139,0.088,0.101,0.153,0.237,-20.2244,-20.84741,-21.14081,-21.26237,-21.33461,-21.39733,0.65712,2.10691,2.98457,3.61152,3.94407,4.1758,1.448,19
241053.0,2.0,1.7376,2.0,0.7653,2.0,1.3787,1.1007,0.204162,2,0,0.0,99.0,3.50831,29.241,28.103,27.726,26.915,25.767,24.88,3.932,1.018,0.5,0.245,0.242,0.291,-20.58863,-22.01725,-22.75476,-23.1229,-23.35602,-23.58454,0.65712,2.10691,2.98457,3.61152,3.94407,4.1758,1.46276,7
241242.0,2.0,1.1549,2.0,0.01,2.0,1.4966,2.0,0.274878,17,0,0.0,99.0,1.87847,27.001,26.663,26.371,26.113,25.65,24.947,0.613,0.154,0.112,0.143,0.218,0.335,-20.32771,-21.53257,-22.17922,-22.49114,-22.69473,-22.89811,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.44889,15
241349.0,2.0,1.1686,2.0,0.01,2.0,1.174,1.2822,1.17424,21,0,0.0,99.0,1.05644,29.373,28.312,27.29,26.9,26.332,25.106,2.677,0.533,0.306,0.261,0.323,0.402,-19.87992,-21.0264,-21.61863,-21.87762,-22.06124,-22.24722,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.44605,31
241900.0,2.0,0.01,2.0,0.01,2.0,1.6056,0.0144,1.77394,78,0,0.0,99.0,0.279993,26.342,26.293,26.024,25.972,25.902,25.113,0.399,0.106,0.085,0.129,0.216,0.37,-19.5287,-20.11912,-20.42936,-20.48809,-20.59034,-20.71216,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.48185,30
242800.0,2.0,1.158,2.0,0.01,2.0,1.3047,2.0,1.10599,13,0,0.0,99.0,1.74228,28.165,27.23,26.88,26.724,26.158,25.09,1.096,0.29,0.191,0.224,0.335,0.516,-19.95014,-21.19926,-21.96547,-22.37368,-22.66511,-22.94599,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5119,31
243077.0,2.0,0.01,2.0,0.01,2.0,1.0129,2.0,0.141011,56,0,0.0,99.0,0.378927,27.374,27.114,26.596,26.391,26.038,25.6,0.725,0.204,0.157,0.225,0.357,0.584,-19.57551,-20.32967,-20.70751,-20.80615,-20.92242,-21.04905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5367,30
243120.0,2.0,1.7774,2.0,0.01,2.0,1.4285,2.0,1.89089,16,0,0.0,99.0,2.47207,28.469,27.127,26.591,26.317,25.54,24.66,0.937,0.228,0.146,0.165,0.238,0.375,-20.64293,-21.8596,-22.49575,-22.79167,-22.99214,-23.19295,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.54579,1
243145.0,2.0,0.01,2.0,0.01,2.0,0.5755,0.2735,0.340488,41,0,0.0,99.0,0.450759,29.556,27.956,27.113,26.836,26.404,25.753,1.485,0.452,0.292,0.302,0.389,0.639,-19.60775,-20.49295,-20.91127,-20.99379,-21.11072,-21.23932,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.54924,30
243239.0,2.0,1.1628,2.0,0.01,2.0,1.32,2.0,0.495812,30,0,0.0,99.0,1.05992,27.237,26.794,26.382,26.142,25.82,25.143,0.67,0.172,0.118,0.151,0.236,0.392,-20.0259,-21.016,-21.59373,-21.87074,-22.08672,-22.30535,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.55003,31
